ANO_ELEICAO;CODIGO_ESTADO;CODIGO_MUNICIPIO;NUMERO_PARTIDO;ANALFABETO;ENSINO_FUNDAMENTAL_COMPLETO;ENSINO_FUNDAMENTAL_INCOMPLETO;ENSINO_MEDIO_COMPLETO;ENSINO_MEDIO_INCOMPLETO;LE_E_ESCREVE;SUPERIOR_COMPLETO;SUPERIOR_INCOMPLETO;TOTAL_GASTO;SEXO;COD_GRAU_INSTRUCAO;QTD_APTOS;PERCENTUAL_VOTOS
74205;2012;10;40495;13;297;233;1785;368;722;1014;64;45;0.0;4;3;9064;2.33
74208;2012;10;40495;43;297;233;1785;368;722;1014;64;45;0.0;2;5;9064;16.01
74334;2012;10;40711;25;90;138;1247;224;586;302;61;25;0.0;2;6;5482;25.34
74350;2012;10;40851;22;691;729;4450;992;2533;1379;321;162;0.0;2;8;22526;3.55
74476;2012;10;41670;13;848;875;4849;1028;2188;2332;294;144;0.0;2;8;25204;12.58
74483;2012;10;41670;33;848;875;4849;1028;2188;2332;294;144;0.0;2;8;25204;25.0
74503;2012;10;40410;45;680;423;4111;619;1707;2265;199;90;0.0;2;8;20210;23.79
74572;2012;10;40517;13;1328;1875;11714;2787;5487;2907;918;601;0.0;2;8;55330;11.08
74601;2012;10;40517;15;1328;1875;11714;2787;5487;2907;918;601;0.0;2;8;55330;24.55
74628;2012;10;40517;17;1328;1875;11714;2787;5487;2907;918;601;0.0;2;3;55330;0.28
74702;2012;10;40851;55;691;729;4450;992;2533;1379;321;162;0.0;2;8;22526;27.99
74709;2012;10;40851;40;691;729;4450;992;2533;1379;321;162;0.0;2;8;22526;7.3
74751;2012;10;41050;11;217;372;2478;380;959;516;70;42;0.0;2;6;10074;23.27
74828;2012;10;40410;23;680;423;4111;619;1707;2265;199;90;0.0;4;8;20210;16.32
74939;2012;10;45810;45;556;276;2224;437;815;1040;122;94;0.0;2;8;11136;13.05
74969;2012;10;40517;50;1328;1875;11714;2787;5487;2907;918;601;0.0;2;8;55330;3.55
75043;2012;10;41050;25;217;372;2478;380;959;516;70;42;0.0;2;8;10074;19.14
75165;2012;10;40436;25;288;206;1194;244;595;1659;60;39;0.0;2;3;8572;19.66
75183;2012;10;40436;13;288;206;1194;244;595;1659;60;39;0.0;4;8;8572;25.83
75220;2012;10;40479;15;554;181;1246;225;579;904;54;32;0.0;2;8;7554;14.35
75221;2012;10;40479;22;554;181;1246;225;579;904;54;32;0.0;2;3;7554;24.33
75227;2012;10;45810;22;556;276;2224;437;815;1040;122;94;0.0;2;6;11136;18.42
75245;2012;10;45810;15;556;276;2224;437;815;1040;122;94;0.0;2;6;11136;8.9
75250;2012;10;45810;50;556;276;2224;437;815;1040;122;94;0.0;2;3;11136;0.4
75268;2012;10;45837;28;391;262;2232;390;853;727;101;44;0.0;2;5;10008;8.15
75352;2012;10;41211;14;153;142;952;314;441;780;124;44;0.0;2;3;5910;13.11
75365;2012;10;41211;45;153;142;952;314;441;780;124;44;0.0;2;3;5910;15.57
75371;2012;10;41211;25;153;142;952;314;441;780;124;44;0.0;2;6;5910;14.53
75405;2012;10;41432;17;337;176;1749;289;618;1239;165;70;0.0;2;3;9296;10.6
75407;2012;10;41432;11;337;176;1749;289;618;1239;165;70;0.0;2;4;9296;18.31
75516;2012;10;45837;55;391;262;2232;390;853;727;101;44;0.0;2;3;10008;5.83
75520;2012;10;45837;11;391;262;2232;390;853;727;101;44;0.0;2;6;10008;4.39
75526;2012;10;45837;25;391;262;2232;390;853;727;101;44;0.0;2;8;10008;8.33
75541;2012;10;45837;13;391;262;2232;390;853;727;101;44;0.0;2;4;10008;15.62
75560;2012;10;44156;12;617;770;4838;820;2066;2291;282;128;0.0;2;8;23636;9.14
75638;2012;10;41432;40;337;176;1749;289;618;1239;165;70;0.0;4;6;9296;13.49
75669;2012;10;41572;14;473;393;3663;431;1431;1742;103;39;0.0;4;8;16556;18.15
75692;2012;10;41572;45;473;393;3663;431;1431;1742;103;39;0.0;2;8;16556;25.83
75768;2012;10;44156;45;617;770;4838;820;2066;2291;282;128;0.0;2;5;23636;8.61
75799;2012;10;44156;11;617;770;4838;820;2066;2291;282;128;0.0;2;6;23636;19.8
75803;2012;10;44156;65;617;770;4838;820;2066;2291;282;128;0.0;2;8;23636;2.34
75922;2012;10;41637;15;340;227;1639;386;1084;1259;96;70;0.0;2;5;10216;17.4
75931;2012;10;41637;13;340;227;1639;386;1084;1259;96;70;0.0;2;8;10216;22.23
76168;2012;10;41742;23;1287;326;2657;340;1014;1456;93;51;0.0;2;8;14452;19.35
76171;2012;10;41742;12;1287;326;2657;340;1014;1456;93;51;0.0;4;8;14452;17.04
76208;2012;10;40487;13;437;174;1995;322;1051;1090;56;32;0.0;2;8;10314;16.23
76215;2012;10;40487;45;437;174;1995;322;1051;1090;56;32;0.0;2;3;10314;21.71
76233;2012;10;40487;15;437;174;1995;322;1051;1090;56;32;0.0;2;8;10314;2.01
76287;2012;10;44172;25;2658;3846;15463;11565;6915;6048;3920;2052;0.0;2;3;104936;29.38
76429;2012;10;41858;13;1938;860;5901;1632;3361;3088;382;205;0.0;2;6;34762;6.96
76480;2012;10;40509;11;2190;276;2892;334;1132;2034;77;42;0.0;2;8;8984;30.21
76486;2012;10;40509;43;2190;276;2892;334;1132;2034;77;42;0.0;2;8;8984;33.56
76529;2012;10;44172;40;2658;3846;15463;11565;6915;6048;3920;2052;0.0;2;8;104936;9.14
76556;2012;10;44172;22;2658;3846;15463;11565;6915;6048;3920;2052;0.0;2;8;104936;0.96
76640;2012;10;41858;45;1938;860;5901;1632;3361;3088;382;205;0.0;2;7;34762;16.58
76657;2012;10;41858;33;1938;860;5901;1632;3361;3088;382;205;0.0;2;4;34762;15.28
76734;2012;10;41203;45;866;148;1599;374;971;864;44;23;0.0;2;3;9784;19.6
76750;2012;10;41203;15;866;148;1599;374;971;864;44;23;0.0;2;6;9784;20.5
76757;2012;10;44210;43;297;370;2955;640;971;971;208;115;0.0;4;6;13084;6.76
76788;2012;10;44210;11;297;370;2955;640;971;971;208;115;0.0;4;8;13084;1.5
76795;2012;10;44210;14;297;370;2955;640;971;971;208;115;0.0;4;8;13084;14.7
76804;2012;10;44210;13;297;370;2955;640;971;971;208;115;0.0;2;5;13084;16.72
76893;2012;10;40070;13;244;235;1292;285;568;806;49;20;0.0;2;3;7028;14.63
76902;2012;10;40070;25;244;235;1292;285;568;806;49;20;0.0;2;6;7028;16.55
76927;2012;10;40070;12;244;235;1292;285;568;806;49;20;0.0;2;4;7028;8.25
76983;2012;10;49115;13;1116;1348;13228;3014;6911;4372;816;467;0.0;2;8;62562;13.7
77029;2012;10;40126;25;835;304;1515;293;800;1084;57;31;0.0;2;3;9850;8.36
77039;2012;10;40126;10;835;304;1515;293;800;1084;57;31;0.0;2;8;9850;28.16
77149;2012;10;40096;15;1150;277;2910;476;1294;2405;98;58;0.0;2;8;17342;15.23
77190;2012;10;40096;20;1150;277;2910;476;1294;2405;98;58;0.0;2;4;17342;0.51
77194;2012;10;40096;13;1150;277;2910;476;1294;2405;98;58;0.0;4;8;17342;18.97
77217;2012;10;49115;40;1116;1348;13228;3014;6911;4372;816;467;0.0;2;6;62562;10.31
77280;2012;10;44571;31;158;369;2330;457;975;670;102;81;0.0;2;4;10294;1.95
77296;2012;10;44571;14;158;369;2330;457;975;670;102;81;0.0;2;8;10294;18.58
77302;2012;10;44571;25;158;369;2330;457;975;670;102;81;0.0;2;6;10294;24.8
77406;2012;10;40371;23;768;894;6553;1257;3373;1302;336;155;0.0;2;4;29286;7.79
77420;2012;10;40371;14;768;894;6553;1257;3373;1302;336;155;0.0;2;8;29286;22.33
77436;2012;10;40371;25;768;894;6553;1257;3373;1302;336;155;0.0;4;8;29286;9.47
77446;2012;10;40371;50;768;894;6553;1257;3373;1302;336;155;0.0;2;7;29286;1.48
77462;2012;10;49115;14;1116;1348;13228;3014;6911;4372;816;467;0.0;2;4;62562;15.0
77499;2012;10;49271;22;284;138;1791;307;676;953;112;46;0.0;2;8;8620;23.97
77503;2012;10;49271;40;284;138;1791;307;676;953;112;46;0.0;2;8;8620;0.0
77526;2012;10;44598;25;246;683;2991;714;1316;1224;106;72;0.0;2;5;14714;22.52
77539;2012;10;44598;15;246;683;2991;714;1316;1224;106;72;0.0;2;8;14714;22.45
77550;2012;10;44750;10;788;258;1667;609;1404;1076;65;50;0.0;2;8;11838;22.18
77568;2012;10;44750;55;788;258;1667;609;1404;1076;65;50;0.0;2;6;11838;18.27
77686;2012;10;47414;25;476;484;2199;702;1388;984;147;99;0.0;2;5;12968;20.65
77707;2012;10;47414;12;476;484;2199;702;1388;984;147;99;0.0;2;8;12968;22.81
77752;2012;10;44792;15;1066;897;7183;1004;2452;2409;240;108;0.0;2;5;31378;22.37
77788;2012;10;44792;25;1066;897;7183;1004;2452;2409;240;108;0.0;2;6;31378;19.99
77858;2012;10;47996;45;1436;2849;16002;5167;9209;6713;1035;578;0.0;2;7;86358;21.41
77872;2012;10;47996;14;1436;2849;16002;5167;9209;6713;1035;578;0.0;2;8;86358;11.66
77921;2012;10;44792;55;1066;897;7183;1004;2452;2409;240;108;0.0;2;4;31378;0.67
77956;2012;10;40207;13;887;309;3485;342;1003;2198;70;50;0.0;2;6;16702;5.9
77972;2012;10;40207;23;887;309;3485;342;1003;2198;70;50;0.0;4;8;16702;14.57
78048;2012;10;47996;33;1436;2849;16002;5167;9209;6713;1035;578;0.0;2;8;86358;0.23
78060;2012;10;47996;50;1436;2849;16002;5167;9209;6713;1035;578;0.0;4;8;86358;0.22
78094;2012;10;47996;25;1436;2849;16002;5167;9209;6713;1035;578;0.0;2;8;86358;0.9
78113;2012;10;40207;11;887;309;3485;342;1003;2198;70;50;0.0;2;8;16702;20.01
78156;2012;10;43354;36;950;164;3042;314;860;1589;53;13;0.0;2;6;13982;14.54
78236;2012;10;47996;16;1436;2849;16002;5167;9209;6713;1035;578;0.0;2;6;86358;0.16
78246;2012;10;47996;43;1436;2849;16002;5167;9209;6713;1035;578;0.0;4;6;86358;4.79
78289;2012;10;40428;22;1009;176;1434;741;646;1122;198;100;0.0;2;6;10852;18.65
78305;2012;10;43354;13;950;164;3042;314;860;1589;53;13;0.0;2;8;13982;21.75
78333;2012;10;43397;40;614;208;2399;235;945;2562;46;25;0.0;2;8;14088;28.18
78351;2012;10;43532;28;924;448;4282;647;1731;1544;279;111;0.0;2;8;19944;15.84
78416;2012;10;40428;12;1009;176;1434;741;646;1122;198;100;0.0;2;8;10852;25.97
78432;2012;10;40428;14;1009;176;1434;741;646;1122;198;100;0.0;4;6;10852;0.13
78448;2012;10;40444;28;641;210;2263;440;981;1481;75;50;0.0;2;5;12326;2.44
78474;2012;10;40444;45;641;210;2263;440;981;1481;75;50;0.0;2;6;12326;11.63
78607;2012;10;40444;20;641;210;2263;440;981;1481;75;50;0.0;2;8;12326;24.51
78626;2012;10;48372;22;94;233;1419;295;627;374;88;63;0.0;2;8;6402;19.54
78664;2012;10;43532;25;924;448;4282;647;1731;1544;279;111;0.0;2;3;19944;8.25
78681;2012;10;43532;15;924;448;4282;647;1731;1544;279;111;0.0;2;6;19944;3.47
78683;2012;10;43532;14;924;448;4282;647;1731;1544;279;111;0.0;4;8;19944;3.35
78685;2012;10;43532;43;924;448;4282;647;1731;1544;279;111;0.0;4;8;19944;7.35
78787;2012;10;48372;15;94;233;1419;295;627;374;88;63;0.0;2;6;6402;22.32
78836;2012;10;46434;13;399;576;3600;1574;631;978;758;330;0.0;2;8;17692;25.17
78901;2012;10;41904;12;544;202;1824;440;1084;1323;71;57;0.0;2;3;11116;20.35
78975;2012;10;46434;45;399;576;3600;1574;631;978;758;330;0.0;2;8;17692;18.22
79001;2012;10;47112;33;677;263;2164;435;1308;1987;73;45;0.0;2;3;13942;23.93
79013;2012;10;47112;13;677;263;2164;435;1308;1987;73;45;0.0;2;6;13942;12.96
79061;2012;10;41904;11;544;202;1824;440;1084;1323;71;57;0.0;2;6;11116;19.28
79084;2012;10;44075;40;97;247;2053;332;858;549;64;39;0.0;2;4;8478;6.77
79197;2012;10;40223;25;1218;171;1296;245;688;1198;46;33;0.0;2;3;9804;13.81
79215;2012;10;40223;12;1218;171;1296;245;688;1198;46;33;0.0;2;6;9804;19.63
79242;2012;10;44075;43;97;247;2053;332;858;549;64;39;0.0;4;8;8478;14.25
79252;2012;10;44075;12;97;247;2053;332;858;549;64;39;0.0;2;4;8478;20.78
79264;2012;10;41785;12;355;282;2181;453;955;1036;137;83;0.0;2;3;10976;7.08
79270;2012;10;41785;10;355;282;2181;453;955;1036;137;83;0.0;2;8;10976;6.79
79342;2012;10;40223;13;1218;171;1296;245;688;1198;46;33;0.0;2;8;9804;1.38
79374;2012;10;46132;45;254;400;2227;485;938;800;106;93;0.0;2;6;10614;23.43
79396;2012;10;46132;14;254;400;2227;485;938;800;106;93;0.0;2;6;10614;19.1
79415;2012;10;41785;22;355;282;2181;453;955;1036;137;83;0.0;2;3;10976;16.53
79450;2012;10;41785;13;355;282;2181;453;955;1036;137;83;0.0;2;8;10976;11.24
79573;2012;10;40266;13;1022;720;6619;885;2413;1394;117;59;0.0;2;7;26488;3.87
79621;2012;10;42218;45;638;756;6124;1505;2840;2459;563;282;0.0;2;8;30342;21.19
79649;2012;10;42218;11;638;756;6124;1505;2840;2459;563;282;0.0;2;6;30342;21.94
79765;2012;10;40266;12;1022;720;6619;885;2413;1394;117;59;0.0;2;6;26488;21.49
79767;2012;10;40266;15;1022;720;6619;885;2413;1394;117;59;0.0;2;6;26488;15.44
79797;2012;10;42315;11;1287;982;6526;1306;4099;5376;418;259;0.0;2;8;40830;16.83
79838;2012;10;42315;23;1287;982;6526;1306;4099;5376;418;259;0.0;2;6;40830;0.21
79923;2012;10;44512;22;379;172;1150;254;633;1066;66;33;0.0;2;4;7508;17.71
79937;2012;10;44512;12;379;172;1150;254;633;1066;66;33;0.0;2;4;7508;23.8
79967;2012;10;40185;55;417;322;1768;312;856;1695;60;50;0.0;2;8;10982;23.77
79989;2012;10;42315;13;1287;982;6526;1306;4099;5376;418;259;0.0;4;8;40830;2.12
80004;2012;10;42315;15;1287;982;6526;1306;4099;5376;418;259;0.0;2;8;40830;19.97
80122;2012;10;40185;15;417;322;1768;312;856;1695;60;50;0.0;2;3;10982;18.08
80140;2012;10;44830;15;1269;743;6191;1141;2460;2895;327;178;0.0;2;6;30422;0.0
80142;2012;10;44830;25;1269;743;6191;1141;2460;2895;327;178;0.0;2;8;30422;1.38
80171;2012;10;42390;14;1036;662;5082;785;1846;2103;236;82;0.0;2;8;23670;19.29
80181;2012;10;42390;10;1036;662;5082;785;1846;2103;236;82;0.0;2;8;23670;16.89
80185;2012;10;42390;40;1036;662;5082;785;1846;2103;236;82;0.0;2;8;23670;0.92
80201;2012;10;42390;36;1036;662;5082;785;1846;2103;236;82;0.0;2;6;23670;2.84
80213;2012;10;42552;20;286;517;3432;684;1424;488;257;120;0.0;2;6;14416;14.64
80291;2012;10;44830;23;1269;743;6191;1141;2460;2895;327;178;0.0;2;6;30422;17.13
80306;2012;10;44830;22;1269;743;6191;1141;2460;2895;327;178;0.0;2;5;30422;15.75
80348;2012;10;42552;13;286;517;3432;684;1424;488;257;120;0.0;2;8;14416;27.14
80388;2012;10;42692;13;810;305;3020;437;1438;1678;64;42;0.0;2;6;15636;21.57
80404;2012;10;42692;45;810;305;3020;437;1438;1678;64;42;0.0;2;8;15636;16.87
80475;2012;10;44970;13;481;600;3480;944;1417;1117;202;107;0.0;2;8;16696;3.29
80499;2012;10;44970;11;481;600;3480;944;1417;1117;202;107;0.0;2;6;16696;19.14
80505;2012;10;44970;15;481;600;3480;944;1417;1117;202;107;0.0;2;4;16696;20.75
80561;2012;10;42935;45;144;223;1314;258;625;469;79;57;0.0;2;8;6346;21.37
80574;2012;10;42935;13;144;223;1314;258;625;469;79;57;0.0;2;8;6346;22.88
80666;2012;10;45152;15;246;160;1033;175;464;573;37;29;0.0;2;3;5436;23.42
80679;2012;10;45152;45;246;160;1033;175;464;573;37;29;0.0;2;3;5436;0.0
80686;2012;10;41866;11;885;136;1061;217;809;1114;41;18;0.0;2;8;8586;22.41
80704;2012;10;41866;12;885;136;1061;217;809;1114;41;18;0.0;2;8;8586;17.8
80720;2012;10;42951;14;270;196;1498;222;660;1027;51;39;0.0;2;6;7936;18.91
80751;2012;10;42951;11;270;196;1498;222;660;1027;51;39;0.0;2;4;7936;23.34
80758;2012;10;40770;14;369;363;3022;692;1144;473;131;89;0.0;4;6;12568;15.5
80764;2012;10;40770;22;369;363;3022;692;1144;473;131;89;0.0;2;3;12568;12.45
80844;2012;10;43095;15;537;1347;6318;2528;3927;1941;883;418;0.0;2;8;35818;0.0
80845;2012;10;43095;23;537;1347;6318;2528;3927;1941;883;418;0.0;2;4;35818;0.27
80869;2012;10;43095;31;537;1347;6318;2528;3927;1941;883;418;0.0;2;8;35818;1.47
80888;2012;10;43095;13;537;1347;6318;2528;3927;1941;883;418;0.0;2;8;35818;8.27
80921;2012;10;40770;45;369;363;3022;692;1144;473;131;89;0.0;2;4;12568;13.7
80930;2012;10;40770;36;369;363;3022;692;1144;473;131;89;0.0;2;5;12568;1.84
81039;2012;10;43095;40;537;1347;6318;2528;3927;1941;883;418;0.0;2;4;35818;8.76
81063;2012;10;43095;11;537;1347;6318;2528;3927;1941;883;418;0.0;2;3;35818;13.83
81086;2012;10;43117;15;127;87;431;126;248;398;50;27;0.0;2;8;2988;20.41
81093;2012;10;40894;55;1483;614;3542;1189;2681;3766;244;134;0.0;2;8;27330;14.85
81114;2012;10;40894;15;1483;614;3542;1189;2681;3766;244;134;0.0;2;8;27330;21.82
81139;2012;10;41254;13;1369;742;8012;1250;3886;2653;168;165;0.0;2;8;36554;18.93
81222;2012;10;43117;25;127;87;431;126;248;398;50;27;0.0;4;8;2988;25.7
81240;2012;10;43176;22;102;190;1284;282;418;295;103;36;0.0;2;6;5426;26.21
81255;2012;10;43176;33;102;190;1284;282;418;295;103;36;0.0;4;8;5426;18.61
81476;2012;10;41254;12;1369;742;8012;1250;3886;2653;168;165;0.0;2;6;36554;21.38
81485;2012;10;41254;33;1369;742;8012;1250;3886;2653;168;165;0.0;2;3;36554;0.17
81497;2012;10;41254;27;1369;742;8012;1250;3886;2653;168;165;0.0;2;4;36554;0.36
81514;2012;10;41475;43;1591;1614;13647;4591;8187;4101;1436;746;0.0;4;8;71854;9.82
81529;2012;10;41475;23;1591;1614;13647;4591;8187;4101;1436;746;0.0;2;8;71854;12.42
81659;2012;10;43710;10;9662;41778;141114;73349;107515;42974;8247;7719;0.0;2;8;865788;1.74
81668;2012;10;41475;22;1591;1614;13647;4591;8187;4101;1436;746;0.0;2;8;71854;0.0
81795;2012;10;43710;50;9662;41778;141114;73349;107515;42974;8247;7719;0.0;2;7;865788;0.09
81805;2012;10;43710;45;9662;41778;141114;73349;107515;42974;8247;7719;0.0;2;8;865788;9.23
81823;2012;10;43710;13;9662;41778;141114;73349;107515;42974;8247;7719;0.0;2;8;865788;11.35
81867;2012;10;41475;15;1591;1614;13647;4591;8187;4101;1436;746;0.0;2;8;71854;9.54
81869;2012;10;41475;45;1591;1614;13647;4591;8187;4101;1436;746;0.0;2;5;71854;7.79
81881;2012;10;40312;13;1569;4386;16711;7710;15347;5256;2974;1988;0.0;2;7;112004;17.14
82086;2012;10;40312;17;1569;4386;16711;7710;15347;5256;2974;1988;0.0;2;8;112004;0.0
82098;2012;10;40312;14;1569;4386;16711;7710;15347;5256;2974;1988;0.0;2;8;112004;0.39
82220;2012;10;43710;65;9662;41778;141114;73349;107515;42974;8247;7719;0.0;2;8;865788;13.72
82442;2012;10;40312;12;1569;4386;16711;7710;15347;5256;2974;1988;0.0;2;8;112004;19.78
82654;2012;10;43710;16;9662;41778;141114;73349;107515;42974;8247;7719;0.0;2;8;865788;0.08
84206;2012;10;43710;13;9662;41778;141114;73349;107515;42974;8247;7719;0.0;2;8;432894;24.56
84965;2012;10;43710;65;9662;41778;141114;73349;107515;42974;8247;7719;0.0;2;8;432894;47.46
87136;2012;10;43958;23;140;186;1427;332;550;345;142;53;0.0;2;8;6364;27.0
87140;2012;10;43958;22;140;186;1427;332;550;345;142;53;0.0;2;3;6364;15.68
87233;2012;10;41947;13;306;346;2237;316;988;671;48;31;0.0;4;8;9888;6.94
87282;2012;10;41947;15;306;346;2237;316;988;671;48;31;0.0;2;4;9888;19.81
87354;2012;10;41947;11;306;346;2237;316;988;671;48;31;0.0;2;2;9888;17.75
87363;2012;10;41955;11;118;87;645;406;231;144;259;159;0.0;4;8;6139;12.61
87387;2012;10;41955;45;118;87;645;406;231;144;259;159;0.0;2;6;6139;0.0
87392;2012;10;41955;13;118;87;645;406;231;144;259;159;0.0;2;5;6139;3.76
87393;2012;10;41955;14;118;87;645;406;231;144;259;159;0.0;2;6;6139;23.0
87482;2012;10;42072;25;254;209;805;258;608;1037;37;23;0.0;2;4;6466;23.58
87484;2012;10;42072;45;254;209;805;258;608;1037;37;23;0.0;2;3;6466;18.53
87498;2012;10;42293;15;901;588;4253;907;1884;1295;281;149;0.0;2;8;20536;5.18
87515;2012;10;42293;22;901;588;4253;907;1884;1295;281;149;0.0;2;5;20536;15.91
87616;2012;10;42293;55;901;588;4253;907;1884;1295;281;149;0.0;2;3;20536;16.79
87651;2012;10;42455;45;3872;938;8530;1741;4249;4894;299;142;0.0;2;8;49526;23.03
87750;2012;10;42455;12;3872;938;8530;1741;4249;4894;299;142;0.0;4;8;49526;11.71
87787;2012;10;42633;13;589;793;7697;1744;4174;3371;346;171;0.0;2;6;37790;0.64
87982;2012;10;42633;22;589;793;7697;1744;4174;3371;346;171;0.0;2;8;37790;21.41
87993;2012;10;42633;23;589;793;7697;1744;4174;3371;346;171;0.0;2;8;37790;21.01
88012;2012;10;42870;45;877;1007;6108;1732;3419;1546;509;259;0.0;2;8;30950;9.41
88116;2012;10;42870;13;877;1007;6108;1732;3419;1546;509;259;0.0;2;8;30950;14.18
88118;2012;10;42870;22;877;1007;6108;1732;3419;1546;509;259;0.0;4;8;30950;15.72
88229;2012;10;40819;45;310;356;2673;649;1401;1268;167;71;0.0;2;3;13794;21.26
88247;2012;10;40819;22;310;356;2673;649;1401;1268;167;71;0.0;2;4;13794;21.16
88386;2012;10;40835;65;977;2177;11324;4038;6810;2237;892;598;0.0;2;8;58162;13.68
88401;2012;10;40835;22;977;2177;11324;4038;6810;2237;892;598;0.0;2;8;58162;18.34
88528;2012;10;40835;11;977;2177;11324;4038;6810;2237;892;598;0.0;2;8;58162;8.44
88614;2012;10;40835;70;977;2177;11324;4038;6810;2237;892;598;0.0;2;8;58162;0.57
88749;2012;10;41378;55;411;1191;3588;1746;2258;1476;425;259;0.0;2;3;22732;8.75
88773;2012;10;41378;14;411;1191;3588;1746;2258;1476;425;259;0.0;2;8;22732;15.94
88780;2012;10;41378;15;411;1191;3588;1746;2258;1476;425;259;0.0;2;2;22732;14.29
88882;2012;10;41734;45;120;271;2189;363;774;356;66;38;0.0;2;3;8618;11.66
88883;2012;10;41734;14;120;271;2189;363;774;356;66;38;0.0;2;8;8618;30.23
88895;2012;10;41750;45;300;153;1022;281;571;1524;48;36;0.0;2;8;7878;20.98
89006;2012;10;41750;36;300;153;1022;281;571;1524;48;36;0.0;2;6;7878;20.31
89007;2012;10;41769;20;448;238;1545;378;684;1131;51;26;0.0;2;3;9002;19.91
89033;2012;10;41769;15;448;238;1545;378;684;1131;51;26;0.0;2;3;9002;23.75
96418;2012;10;40860;13;825;510;3601;468;1506;2732;86;61;0.0;2;6;19632;20.29
96487;2012;10;40860;23;825;510;3601;468;1506;2732;86;61;0.0;2;6;19632;19.86
96521;2012;10;54151;25;1784;1191;9211;2747;5562;6119;412;269;0.0;2;7;54630;14.66
96571;2012;10;54151;20;1784;1191;9211;2747;5562;6119;412;269;0.0;2;6;54630;21.54
96615;2012;10;54151;55;1784;1191;9211;2747;5562;6119;412;269;0.0;2;3;54630;1.18
96678;2012;10;54151;12;1784;1191;9211;2747;5562;6119;412;269;0.0;2;6;54630;0.38
96722;2012;10;54194;31;478;682;6828;1742;3749;1393;403;295;0.0;2;8;31172;21.55
96760;2012;10;54194;55;478;682;6828;1742;3749;1393;403;295;0.0;2;8;31172;20.07
96833;2012;10;42528;11;1396;110;1832;316;1031;1562;77;61;0.0;2;7;12800;20.26
96839;2012;10;42528;15;1396;110;1832;316;1031;1562;77;61;0.0;2;8;12800;19.23
96859;2012;10;54291;13;254;278;970;281;675;1116;70;19;0.0;2;3;7336;27.21
96888;2012;10;54291;45;254;278;970;281;675;1116;70;19;0.0;2;8;7336;17.16
96897;2012;10;53139;45;194;404;3129;652;1141;726;147;66;0.0;2;3;12956;18.32
96905;2012;10;53139;13;194;404;3129;652;1141;726;147;66;0.0;2;8;12956;23.88
96934;2012;10;53198;22;418;232;2064;328;1073;1205;86;30;0.0;2;6;10880;22.26
96943;2012;10;53198;55;418;232;2064;328;1073;1205;86;30;0.0;2;4;10880;20.67
96978;2012;10;53350;15;491;549;3820;630;1566;1281;141;76;0.0;2;8;17198;23.9
96999;2012;10;53350;11;491;549;3820;630;1566;1281;141;76;0.0;2;6;17198;0.49
97027;2012;10;53350;13;491;549;3820;630;1566;1281;141;76;0.0;2;8;17198;17.28
97042;2012;10;53376;15;466;367;2704;510;1546;662;117;72;0.0;2;8;12912;19.23
97051;2012;10;53376;13;466;367;2704;510;1546;662;117;72;0.0;2;4;12912;19.55
97098;2012;10;53457;25;96;114;932;219;490;337;66;31;0.0;2;7;4934;26.29
97110;2012;10;53457;22;96;114;932;219;490;337;66;31;0.0;2;8;4934;18.44
97144;2012;10;51870;45;240;172;1050;164;541;954;34;23;0.0;2;4;6362;13.06
97147;2012;10;51870;20;240;172;1050;164;541;954;34;23;0.0;2;8;6362;29.71
97176;2012;10;51934;31;320;185;976;282;588;700;68;37;0.0;2;6;6320;16.85
97186;2012;10;51934;36;320;185;976;282;588;700;68;37;0.0;4;8;6320;24.81
97206;2012;10;51730;45;142;93;559;113;308;703;40;34;0.0;2;3;3984;23.24
97209;2012;10;51730;11;142;93;559;113;308;703;40;34;0.0;2;3;3984;20.81
97232;2012;10;51810;22;111;139;1569;226;614;819;52;25;0.0;2;4;7110;20.83
97241;2012;10;51810;11;111;139;1569;226;614;819;52;25;0.0;2;6;7110;22.7
97279;2012;10;51810;23;111;139;1569;226;614;819;52;25;0.0;2;3;7110;0.77
97290;2012;10;52299;12;359;275;2371;456;1096;1796;107;67;0.0;4;6;13058;14.27
97316;2012;10;52299;45;359;275;2371;456;1096;1796;107;67;0.0;2;8;13058;25.49
97327;2012;10;52310;45;468;178;1552;182;727;631;39;21;0.0;2;3;7602;12.92
97387;2012;10;52310;11;468;178;1552;182;727;631;39;21;0.0;2;6;7602;26.91
97427;2012;10;52434;15;229;505;2062;562;1105;1073;135;107;0.0;4;8;11564;26.6
97441;2012;10;52434;40;229;505;2062;562;1105;1073;135;107;0.0;2;8;11564;14.11
97464;2012;10;50539;45;276;597;2778;567;1151;927;131;63;0.0;2;6;13328;19.13
97486;2012;10;50539;13;276;597;2778;567;1151;927;131;63;0.0;2;6;13328;23.03
97504;2012;10;50598;25;159;203;1531;204;477;207;49;28;0.0;2;8;5716;11.77
97523;2012;10;50598;22;159;203;1531;204;477;207;49;28;0.0;2;6;5716;20.71
97528;2012;10;50598;17;159;203;1531;204;477;207;49;28;0.0;2;3;5716;10.32
97558;2012;10;50750;22;38;152;1118;207;359;226;56;23;0.0;2;8;4360;19.86
97559;2012;10;50750;15;38;152;1118;207;359;226;56;23;0.0;2;6;4360;24.68
97628;2012;10;51071;23;292;548;2812;915;1538;521;202;107;0.0;2;8;13880;12.62
