ANO_ELEICAO;CODIGO_ESTADO;CODIGO_MUNICIPIO;NUMERO_PARTIDO;TOTAL_VOTOS;ANALFABETO;ENSINO_FUNDAMENTAL_COMPLETO;ENSINO_FUNDAMENTAL_INCOMPLETO;ENSINO_MEDIO_COMPLETO;ENSINO_MEDIO_INCOMPLETO;LE_E_ESCREVE;SUPERIOR_COMPLETO;SUPERIOR_INCOMPLETO;TOTAL_GASTO;CODIGO_SIT_CAND_TOT;SEXO;COD_GRAU_INSTRUCAO
15734;2016;9;9199;17;6194;2194;622;5916;1849;4330;4656;351;202;58150.0;4.0;2;8
15735;2016;9;9199;12;8679;2194;622;5916;1849;4330;4656;351;202;95795.2;1.0;4;7
15780;2016;9;9210;11;103951;7165;45172;88733;281860;83605;19326;86838;47079;482363.45;4.0;2;8
15781;2016;9;9210;35;10346;7165;45172;88733;281860;83605;19326;86838;47079;45944.0;4.0;4;8
15782;2016;9;9210;15;19045;7165;45172;88733;281860;83605;19326;86838;47079;138150.0;4.0;2;4
15783;2016;9;9210;33;112041;7165;45172;88733;281860;83605;19326;86838;47079;656232.08;6.0;2;8
15784;2016;9;9210;33;243591;7165;45172;88733;281860;83605;19326;86838;47079;656232.08;4.0;2;8
15785;2016;9;9210;23;32500;7165;45172;88733;281860;83605;19326;86838;47079;1121659.72;4.0;4;8
15786;2016;9;9210;54;482;7165;45172;88733;281860;83605;19326;86838;47079;0.0;4.0;2;8
15787;2016;9;9210;50;2590;7165;45172;88733;281860;83605;19326;86838;47079;25590.0;4.0;2;8
15788;2016;9;9210;16;4299;7165;45172;88733;281860;83605;19326;86838;47079;11390.85;4.0;4;8
15789;2016;9;9210;12;239737;7165;45172;88733;281860;83605;19326;86838;47079;1723572.65;6.0;2;8
15790;2016;9;9210;12;285242;7165;45172;88733;281860;83605;19326;86838;47079;1723572.65;1.0;2;8
21505;2016;9;9237;25;134;5600;2109;7362;2679;5289;6991;278;136;300.0;4.0;2;5
21506;2016;9;9237;40;10691;5600;2109;7362;2679;5289;6991;278;136;95350.0;1.0;2;8
21507;2016;9;9237;13;445;5600;2109;7362;2679;5289;6991;278;136;13600.0;4.0;2;8
21508;2016;9;9237;11;9316;5600;2109;7362;2679;5289;6991;278;136;86000.0;4.0;2;8
21509;2016;9;9237;50;862;5600;2109;7362;2679;5289;6991;278;136;5588.8;4.0;2;8
21645;2016;9;9253;65;6294;1552;614;4389;951;2823;3957;193;104;236267.66;1.0;2;8
21646;2016;9;9253;45;5535;1552;614;4389;951;2823;3957;193;104;33320.0;4.0;2;8
21706;2016;9;9270;11;6935;1354;860;5197;1919;2687;3094;166;116;79831.0;1.0;4;6
21707;2016;9;9270;12;4218;1354;860;5197;1919;2687;3094;166;116;99400.0;4.0;2;6
21708;2016;9;9270;10;734;1354;860;5197;1919;2687;3094;166;116;20000.02;4.0;2;8
21709;2016;9;9270;55;88;1354;860;5197;1919;2687;3094;166;116;370.0;4.0;2;8
21710;2016;9;9270;43;46;1354;860;5197;1919;2687;3094;166;116;0.0;4.0;2;4
21780;2016;9;9296;10;6053;1674;808;4328;1006;2151;3747;124;77;89075.0;1.0;2;6
21781;2016;9;9296;44;5415;1674;808;4328;1006;2151;3747;124;77;74465.71;4.0;4;8
21831;2016;9;9318;12;3092;1134;347;2211;601;1520;2557;75;55;52419.97;4.0;2;6
21832;2016;9;9318;10;30;1134;347;2211;601;1520;2557;75;55;28416.5;4.0;2;6
21833;2016;9;9318;40;3589;1134;347;2211;601;1520;2557;75;55;56740.15;1.0;4;6
21869;2016;9;9334;45;2240;641;348;2105;521;1371;1511;100;64;15155.65;4.0;2;8
21870;2016;9;9334;10;3386;641;348;2105;521;1371;1511;100;64;72921.71;1.0;2;8
21921;2016;9;9350;12;2145;3868;733;3804;2198;2500;3926;512;290;0.0;4.0;2;6
21922;2016;9;9350;10;2499;3868;733;3804;2198;2500;3926;512;290;161792.55;4.0;2;6
21923;2016;9;9350;45;5365;3868;733;3804;2198;2500;3926;512;290;245098.02;1.0;2;8
21924;2016;9;9350;65;4264;3868;733;3804;2198;2500;3926;512;290;186110.53;4.0;2;8
22043;2016;9;9377;40;48704;5131;6251;25128;24738;13640;11216;7635;5158;1133296.43;1.0;2;7
22044;2016;9;9377;55;38061;5131;6251;25128;24738;13640;11216;7635;5158;484734.43;4.0;2;8
22573;2016;9;9393;40;11672;5351;1520;7783;1673;4151;7347;243;130;150744.68;1.0;2;8
22574;2016;9;9393;22;8322;5351;1520;7783;1673;4151;7347;243;130;52500.0;4.0;2;8
22620;2016;9;9415;51;2762;3338;2464;12559;937;2446;5493;71;51;19100.0;4.0;2;6
22621;2016;9;9415;55;8277;3338;2464;12559;937;2446;5493;71;51;41453.6;4.0;2;6
22622;2016;9;9415;43;8701;3338;2464;12559;937;2446;5493;71;51;39841.3;1.0;2;7
22623;2016;9;9415;12;788;3338;2464;12559;937;2446;5493;71;51;1750.0;4.0;4;6
22624;2016;9;9415;10;0;3338;2464;12559;937;2446;5493;71;51;24000.0;4.0;2;6
22625;2016;9;9415;50;162;3338;2464;12559;937;2446;5493;71;51;0.0;4.0;2;8
22760;2016;9;9431;28;217;6105;1627;14029;2676;6226;8555;306;165;4870.0;4.0;2;6
22761;2016;9;9431;45;14573;6105;1627;14029;2676;6226;8555;306;165;98222.63;1.0;2;6
22762;2016;9;9431;43;7353;6105;1627;14029;2676;6226;8555;306;165;61776.6;4.0;2;8
22763;2016;9;9431;65;5888;6105;1627;14029;2676;6226;8555;306;165;54210.68;4.0;2;8
22764;2016;9;9431;15;5;6105;1627;14029;2676;6226;8555;306;165;0.0;4.0;2;2
22909;2016;9;9458;13;8780;2329;734;3916;4416;2523;3490;449;323;68433.7;1.0;4;8
22910;2016;9;9458;45;7113;2329;734;3916;4416;2523;3490;449;323;60250.0;4.0;2;3
22911;2016;9;9458;23;38;2329;734;3916;4416;2523;3490;449;323;795.0;4.0;2;6
22912;2016;9;9458;50;207;2329;734;3916;4416;2523;3490;449;323;3167.1;4.0;2;8
22980;2016;9;9474;50;229;6481;1052;8012;2046;5340;8703;232;130;2325.3;4.0;4;8
22981;2016;9;9474;65;15236;6481;1052;8012;2046;5340;8703;232;130;103836.05;1.0;2;4
22982;2016;9;9474;15;7641;6481;1052;8012;2046;5340;8703;232;130;107991.03;4.0;4;7
23080;2016;9;9490;21;84;1335;2363;9452;8538;4069;3791;1387;705;650.0;4.0;2;4
23081;2016;9;9490;40;2335;1335;2363;9452;8538;4069;3791;1387;705;49500.05;4.0;2;8
23082;2016;9;9490;23;521;1335;2363;9452;8538;4069;3791;1387;705;13093.3;4.0;2;8
23083;2016;9;9490;18;2464;1335;2363;9452;8538;4069;3791;1387;705;84705.0;4.0;2;8
23084;2016;9;9490;45;14400;1335;2363;9452;8538;4069;3791;1387;705;239450.26;1.0;2;4
23085;2016;9;9490;12;7960;1335;2363;9452;8538;4069;3791;1387;705;108750.0;4.0;2;8
23186;2016;9;9512;15;5876;3352;1153;8602;2031;5532;5272;146;99;93730.13;1.0;4;8
23187;2016;9;9512;45;568;3352;1153;8602;2031;5532;5272;146;99;27060.99;4.0;2;6
23188;2016;9;9512;77;5501;3352;1153;8602;2031;5532;5272;146;99;122522.01;4.0;2;6
23189;2016;9;9512;11;5765;3352;1153;8602;2031;5532;5272;146;99;42226.31;4.0;2;4
23190;2016;9;9512;40;1607;3352;1153;8602;2031;5532;5272;146;99;10751.15;4.0;2;8
23299;2016;9;9539;55;198;4087;710;6761;1762;3079;6763;506;336;0.0;4.0;2;3
23300;2016;9;9539;70;6506;4087;710;6761;1762;3079;6763;506;336;41500.0;4.0;2;6
23301;2016;9;9539;23;108;4087;710;6761;1762;3079;6763;506;336;1610.0;4.0;2;7
23302;2016;9;9539;51;2145;4087;710;6761;1762;3079;6763;506;336;70922.4;4.0;2;6
23303;2016;9;9539;25;8715;4087;710;6761;1762;3079;6763;506;336;151068.31;1.0;4;8
23364;2016;9;9555;65;351;5225;1028;7352;2058;3583;7667;214;165;2800.0;4.0;2;6
23365;2016;9;9555;45;12131;5225;1028;7352;2058;3583;7667;214;165;180624.95;1.0;2;8
23366;2016;9;9555;54;142;5225;1028;7352;2058;3583;7667;214;165;0.0;4.0;2;5
23367;2016;9;9555;15;5461;5225;1028;7352;2058;3583;7667;214;165;45455.29;4.0;4;6
23368;2016;9;9555;12;1302;5225;1028;7352;2058;3583;7667;214;165;400.0;4.0;2;3
23439;2016;9;9571;45;32874;2730;2977;10345;14845;6340;6485;2726;1485;550000.0;1.0;4;8
23440;2016;9;9571;40;6870;2730;2977;10345;14845;6340;6485;2726;1485;150273.64;4.0;2;8
23441;2016;9;9571;15;1344;2730;2977;10345;14845;6340;6485;2726;1485;2600.0;4.0;2;8
23442;2016;9;9571;13;568;2730;2977;10345;14845;6340;6485;2726;1485;13141.6;4.0;4;8
23443;2016;9;9571;55;0;2730;2977;10345;14845;6340;6485;2726;1485;32190.0;4.0;2;8
23806;2016;9;9598;15;5182;2169;593;3530;1923;1293;3114;425;177;87359.33;4.0;4;8
23807;2016;9;9598;65;6150;2169;593;3530;1923;1293;3114;425;177;93164.59;1.0;2;6
23848;2016;9;9610;55;1575;5439;4458;13990;18245;8733;9708;3575;2264;72160.0;4.0;2;8
23849;2016;9;9610;45;19673;5439;4458;13990;18245;8733;9708;3575;2264;226840.0;4.0;2;8
23850;2016;9;9610;65;33652;5439;4458;13990;18245;8733;9708;3575;2264;265316.91;1.0;2;6
23851;2016;9;9610;50;2902;5439;4458;13990;18245;8733;9708;3575;2264;15834.55;4.0;2;8
24293;2016;9;9636;15;13356;1986;1596;9624;2068;4032;3458;308;220;365052.66;1.0;2;8
24294;2016;9;9636;12;4758;1986;1596;9624;2068;4032;3458;308;220;119423.56;4.0;4;8
24362;2016;9;9652;40;5853;2513;1084;4894;1495;2788;3671;160;103;83413.24;1.0;2;6
24363;2016;9;9652;22;1653;2513;1084;4894;1495;2788;3671;160;103;85552.38;4.0;4;6
24364;2016;9;9652;14;489;2513;1084;4894;1495;2788;3671;160;103;27000.0;4.0;4;8
24365;2016;9;9652;55;5011;2513;1084;4894;1495;2788;3671;160;103;175320.16;4.0;4;8
24445;2016;9;9679;12;10434;4900;871;5955;725;2417;5896;121;66;94336.42;1.0;4;8
24446;2016;9;9679;15;5494;4900;871;5955;725;2417;5896;121;66;41396.95;4.0;2;8
24515;2016;9;9695;65;5110;1877;844;4797;1618;3294;3534;201;119;98499.0;4.0;2;8
24516;2016;9;9695;45;7606;1877;844;4797;1618;3294;3534;201;119;131934.96;1.0;2;6
24583;2016;9;9717;13;10804;6020;1606;9965;2188;5640;7477;242;189;123749.98;4.0;2;8
24584;2016;9;9717;22;12888;6020;1606;9965;2188;5640;7477;242;189;339842.75;1.0;4;6
24585;2016;9;9717;50;0;6020;1606;9965;2188;5640;7477;242;189;3263.6;4.0;2;6
0;2016;10;40002;12;1019;277;385;2191;555;1196;674;108;48;0.0;4.0;2;8
70;2016;10;40010;14;2162;155;281;3055;469;1189;502;123;70;0.0;4.0;2;4
72;2016;10;40010;25;2792;155;281;3055;469;1189;502;123;70;0.0;1.0;2;7
97;2016;10;40029;15;2139;238;389;1520;1295;910;450;543;346;0.0;4.0;2;8
98;2016;10;40029;11;2958;238;389;1520;1295;910;450;543;346;0.0;1.0;4;8
167;2016;10;40037;45;3980;1411;867;6330;1953;2996;3838;693;315;0.0;4.0;2;8
168;2016;10;40037;25;9948;1411;867;6330;1953;2996;3838;693;315;0.0;1.0;2;8
225;2016;10;40045;55;5408;616;635;4015;1311;2687;1838;245;138;0.0;1.0;2;7
226;2016;10;40045;22;4049;616;635;4015;1311;2687;1838;245;138;0.0;4.0;2;8
302;2016;10;40053;10;3676;731;503;2692;1659;845;2582;719;394;0.0;4.0;2;6
310;2016;10;40053;13;4939;731;503;2692;1659;845;2582;719;394;0.0;1.0;2;8
367;2016;10;40061;15;2497;379;190;1565;330;731;948;53;39;0.0;1.0;2;6
368;2016;10;40061;14;820;379;190;1565;330;731;948;53;39;0.0;4.0;2;3
418;2016;10;40070;13;1555;238;246;1292;397;638;710;74;39;0.0;1.0;2;3
421;2016;10;40070;12;1354;238;246;1292;397;638;710;74;39;0.0;4.0;2;5
472;2016;10;40088;15;3196;353;365;2335;725;1853;1683;316;128;0.0;4.0;2;8
473;2016;10;40088;45;3490;353;365;2335;725;1853;1683;316;128;0.0;1.0;2;6
474;2016;10;40088;13;193;353;365;2335;725;1853;1683;316;128;0.0;4.0;2;6
520;2016;10;40096;70;1380;1056;318;2833;685;1599;2186;122;82;0.0;4.0;2;3
521;2016;10;40096;31;2206;1056;318;2833;685;1599;2186;122;82;0.0;4.0;2;7
522;2016;10;40096;13;2531;1056;318;2833;685;1599;2186;122;82;0.0;1.0;4;8
587;2016;10;40100;22;3286;1122;335;2461;503;1384;1884;111;48;0.0;1.0;2;8
588;2016;10;40100;36;2798;1122;335;2461;503;1384;1884;111;48;0.0;4.0;2;6
682;2016;10;40118;40;4395;2951;407;3419;832;2108;2439;146;72;0.0;1.0;2;4
683;2016;10;40118;33;4249;2951;407;3419;832;2108;2439;146;72;0.0;4.0;4;8
755;2016;10;40126;77;115;790;306;1476;377;985;1009;60;39;0.0;4.0;4;3
756;2016;10;40126;14;1608;790;306;1476;377;985;1009;60;39;0.0;4.0;2;6
757;2016;10;40126;10;2047;790;306;1476;377;985;1009;60;39;0.0;1.0;2;7
815;2016;10;40134;15;0;71;193;870;295;455;437;118;65;0.0;4.0;2;2
816;2016;10;40134;55;1459;71;193;870;295;455;437;118;65;0.0;1.0;2;3
846;2016;10;40142;14;1921;1198;197;1890;360;1092;1527;87;39;0.0;4.0;2;4
849;2016;10;40142;23;3196;1198;197;1890;360;1092;1527;87;39;0.0;1.0;2;6
892;2016;10;40150;20;82;195;206;1506;351;827;820;99;67;0.0;4.0;2;6
893;2016;10;40150;43;1817;195;206;1506;351;827;820;99;67;0.0;1.0;2;4
894;2016;10;40150;45;1555;195;206;1506;351;827;820;99;67;0.0;4.0;2;6
950;2016;10;40169;15;2129;788;315;2100;489;1192;1563;87;46;0.0;4.0;4;8
953;2016;10;40169;14;3141;788;315;2100;489;1192;1563;87;46;0.0;1.0;2;4
985;2016;10;40177;10;860;2836;770;3634;1488;2957;2726;349;154;0.0;4.0;2;6
986;2016;10;40177;15;4611;2836;770;3634;1488;2957;2726;349;154;0.0;4.0;2;6
987;2016;10;40177;22;5075;2836;770;3634;1488;2957;2726;349;154;0.0;1.0;2;8
988;2016;10;40177;65;104;2836;770;3634;1488;2957;2726;349;154;0.0;4.0;2;8
1098;2016;10;40185;15;2416;385;334;1824;486;1049;1627;89;65;0.0;1.0;2;6
1100;2016;10;40185;13;189;385;334;1824;486;1049;1627;89;65;0.0;4.0;2;8
1101;2016;10;40185;55;2061;385;334;1824;486;1049;1627;89;65;0.0;4.0;2;8
1102;2016;10;40185;36;136;385;334;1824;486;1049;1627;89;65;0.0;4.0;2;5
1183;2016;10;40193;15;3880;1965;631;3125;543;1870;2173;124;48;0.0;1.0;2;3
1184;2016;10;40193;45;3613;1965;631;3125;543;1870;2173;124;48;0.0;4.0;2;6
1246;2016;10;40207;23;2956;848;346;3504;453;1293;2036;89;70;0.0;4.0;2;6
1247;2016;10;40207;11;3818;848;346;3504;453;1293;2036;89;70;0.0;1.0;2;6
1311;2016;10;40215;15;8107;1374;1086;6267;2707;3873;3162;645;393;0.0;1.0;2;8
1312;2016;10;40215;12;7257;1374;1086;6267;2707;3873;3162;645;393;0.0;4.0;2;8
1423;2016;10;40223;12;1637;1123;203;1365;359;926;1137;79;53;0.0;4.0;2;4
1424;2016;10;40223;25;2109;1123;203;1365;359;926;1137;79;53;0.0;1.0;2;3
1473;2016;10;40231;31;1012;281;299;2312;506;836;604;258;102;0.0;4.0;2;3
1474;2016;10;40231;22;2638;281;299;2312;506;836;604;258;102;0.0;1.0;2;3
1524;2016;10;40258;45;1312;73;138;1026;220;516;447;90;38;0.0;1.0;2;8
1525;2016;10;40258;25;1000;73;138;1026;220;516;447;90;38;0.0;4.0;2;6
1532;2016;10;40240;13;3134;817;302;2490;719;1870;1473;144;83;0.0;4.0;2;3
1533;2016;10;40240;77;3294;817;302;2490;719;1870;1473;144;83;0.0;1.0;2;6
1564;2016;10;40266;15;4875;1080;750;6484;1292;3120;1284;178;96;0.0;1.0;2;6
1565;2016;10;40266;10;753;1080;750;6484;1292;3120;1284;178;96;0.0;4.0;2;6
1566;2016;10;40266;25;4029;1080;750;6484;1292;3120;1284;178;96;0.0;4.0;2;4
1567;2016;10;40266;45;1558;1080;750;6484;1292;3120;1284;178;96;0.0;4.0;2;8
1571;2016;10;40266;13;349;1080;750;6484;1292;3120;1284;178;96;0.0;4.0;4;8
1712;2016;10;40274;11;1503;136;200;1019;239;453;585;56;42;0.0;1.0;2;8
1713;2016;10;40274;14;882;136;200;1019;239;453;585;56;42;0.0;4.0;4;8
1770;2016;10;40282;55;8330;2450;842;7718;2117;4440;5210;377;226;0.0;1.0;2;7
1771;2016;10;40282;13;1090;2450;842;7718;2117;4440;5210;377;226;0.0;4.0;2;8
1772;2016;10;40282;65;8274;2450;842;7718;2117;4440;5210;377;226;0.0;4.0;2;8
1882;2016;10;40290;25;13534;1236;2052;9902;3668;6436;2569;1155;816;0.0;1.0;2;8
2044;2016;10;40304;15;1577;621;149;1222;332;828;906;67;43;0.0;4.0;2;4
2045;2016;10;40304;25;1741;621;149;1222;332;828;906;67;43;0.0;1.0;4;8
2046;2016;10;40304;17;103;621;149;1222;332;828;906;67;43;0.0;4.0;2;6
2065;2016;10;40290;15;6849;1236;2052;9902;3668;6436;2569;1155;816;0.0;4.0;2;8
2066;2016;10;40290;14;688;1236;2052;9902;3668;6436;2569;1155;816;0.0;4.0;2;8
2108;2016;10;40312;25;14896;1451;4369;16102;9399;16443;4692;3699;2367;0.0;4.0;2;8
2109;2016;10;40312;40;6726;1451;4369;16102;9399;16443;4692;3699;2367;0.0;4.0;2;8
2110;2016;10;40312;50;609;1451;4369;16102;9399;16443;4692;3699;2367;0.0;4.0;4;8
2112;2016;10;40312;28;2997;1451;4369;16102;9399;16443;4692;3699;2367;0.0;4.0;2;8
2113;2016;10;40312;13;17596;1451;4369;16102;9399;16443;4692;3699;2367;0.0;1.0;2;7
2277;2016;10;40320;51;5029;1072;1440;6681;3312;5271;1512;667;387;0.0;4.0;2;6
2278;2016;10;40320;15;5301;1072;1440;6681;3312;5271;1512;667;387;0.0;1.0;4;8
2279;2016;10;40320;55;1313;1072;1440;6681;3312;5271;1512;667;387;0.0;4.0;2;7
2281;2016;10;40320;22;1513;1072;1440;6681;3312;5271;1512;667;387;0.0;4.0;4;8
2282;2016;10;40320;10;408;1072;1440;6681;3312;5271;1512;667;387;0.0;4.0;2;6
2283;2016;10;40320;23;2243;1072;1440;6681;3312;5271;1512;667;387;0.0;4.0;2;8
2471;2016;10;40339;55;10734;4825;1400;8568;2866;5408;5119;733;401;0.0;1.0;2;8
2472;2016;10;40339;15;9090;4825;1400;8568;2866;5408;5119;733;401;0.0;4.0;4;6
2473;2016;10;40339;12;404;4825;1400;8568;2866;5408;5119;733;401;0.0;4.0;2;8
2474;2016;10;40339;51;215;4825;1400;8568;2866;5408;5119;733;401;0.0;4.0;2;7
2475;2016;10;40339;43;213;4825;1400;8568;2866;5408;5119;733;401;0.0;4.0;2;8
2609;2016;10;40347;10;2672;584;426;2234;662;1592;1454;136;102;0.0;4.0;2;8
2611;2016;10;40347;40;3374;584;426;2234;662;1592;1454;136;102;0.0;1.0;2;8
2655;2016;10;40355;55;2368;465;432;2424;633;1196;1293;125;61;0.0;1.0;2;3
2656;2016;10;40355;10;1589;465;432;2424;633;1196;1293;125;61;0.0;4.0;4;8
2663;2016;10;40355;12;1220;465;432;2424;633;1196;1293;125;61;0.0;4.0;2;6
2760;2016;10;40363;22;2872;279;306;1773;583;1257;1271;121;72;0.0;1.0;2;8
2765;2016;10;40363;13;2059;279;306;1773;583;1257;1271;121;72;0.0;4.0;2;6
2812;2016;10;40371;22;5614;677;934;6384;1652;3851;1161;417;184;0.0;4.0;2;4
2813;2016;10;40371;55;6506;677;934;6384;1652;3851;1161;417;184;0.0;1.0;2;3
2865;2016;10;40380;77;3188;1095;252;2429;553;1935;1505;128;76;0.0;1.0;2;6
2866;2016;10;40380;13;0;1095;252;2429;553;1935;1505;128;76;0.0;4.0;2;6
2921;2016;10;40398;40;4914;786;930;5088;899;2404;1455;249;136;0.0;1.0;2;6
2922;2016;10;40398;55;4898;786;930;5088;899;2404;1455;249;136;0.0;4.0;2;8
3008;2016;10;40401;55;2554;794;181;1455;387;1209;1648;46;26;0.0;1.0;2;6
3009;2016;10;40401;22;28;794;181;1455;387;1209;1648;46;26;0.0;4.0;2;6
3010;2016;10;40401;11;2462;794;181;1455;387;1209;1648;46;26;0.0;4.0;2;3
3037;2016;10;40410;15;3640;614;450;4010;818;2036;2082;233;105;0.0;4.0;4;8
3038;2016;10;40410;44;169;614;450;4010;818;2036;2082;233;105;0.0;4.0;2;6
3039;2016;10;40410;45;4125;614;450;4010;818;2036;2082;233;105;0.0;1.0;2;8
3104;2016;10;40428;12;2228;1059;208;1633;840;1020;1138;222;112;0.0;4.0;2;8
3105;2016;10;40428;22;3011;1059;208;1633;840;1020;1138;222;112;0.0;1.0;2;8
3157;2016;10;40436;10;1702;298;208;1235;270;733;1571;74;40;0.0;4.0;2;3
3158;2016;10;40436;43;2099;298;208;1235;270;733;1571;74;40;0.0;1.0;2;4
3182;2016;10;40444;15;0;611;227;2374;602;1296;1436;106;70;0.0;4.0;2;7
3183;2016;10;40444;55;505;611;227;2374;602;1296;1436;106;70;0.0;4.0;2;8
3188;2016;10;40444;20;2506;611;227;2374;602;1296;1436;106;70;0.0;1.0;2;8
3288;2016;10;40452;14;5641;511;1007;4877;1467;3007;2023;272;92;0.0;1.0;2;6
3289;2016;10;40452;12;4539;511;1007;4877;1467;3007;2023;272;92;0.0;4.0;2;8
3385;2016;10;40460;77;2664;1418;245;1046;707;866;1057;200;76;0.0;1.0;2;8
3386;2016;10;40460;11;1975;1418;245;1046;707;866;1057;200;76;0.0;4.0;2;8
3387;2016;10;40460;14;28;1418;245;1046;707;866;1057;200;76;0.0;4.0;2;4
3454;2016;10;40479;19;163;547;210;1317;347;847;859;89;49;0.0;4.0;4;6
3455;2016;10;40479;77;1706;547;210;1317;347;847;859;89;49;0.0;1.0;2;8
3456;2016;10;40479;70;787;547;210;1317;347;847;859;89;49;0.0;4.0;2;8
3483;2016;10;40479;45;1267;547;210;1317;347;847;859;89;49;0.0;1.0;2;6
3484;2016;10;40479;77;0;547;210;1317;347;847;859;89;49;0.0;4.0;2;8
3485;2016;10;40479;15;493;547;210;1317;347;847;859;89;49;0.0;4.0;2;8
3536;2016;10;40487;45;1727;420;219;1961;479;1291;998;76;57;0.0;1.0;2;4
3538;2016;10;40487;15;1021;420;219;1961;479;1291;998;76;57;0.0;4.0;2;5
3539;2016;10;40487;13;1613;420;219;1961;479;1291;998;76;57;0.0;4.0;2;8
3603;2016;10;40495;55;1864;283;259;1811;489;822;920;83;60;0.0;4.0;2;8
3604;2016;10;40495;31;1906;283;259;1811;489;822;920;83;60;0.0;1.0;2;3
3655;2016;10;40509;12;3184;2154;317;2691;490;1345;1891;113;63;0.0;1.0;2;8
3658;2016;10;40509;11;2777;2154;317;2691;490;1345;1891;113;63;0.0;4.0;2;8
3721;2016;10;40517;15;14687;1353;2019;11601;3802;5813;2378;1254;869;0.0;1.0;2;8
3722;2016;10;40517;90;607;1353;2019;11601;3802;5813;2378;1254;869;0.0;4.0;4;6
3732;2016;10;40517;20;3950;1353;2019;11601;3802;5813;2378;1254;869;0.0;4.0;2;8
3806;2016;10;40525;12;1890;1629;318;1699;327;931;1457;57;27;0.0;4.0;2;8
3807;2016;10;40525;25;2546;1629;318;1699;327;931;1457;57;27;0.0;1.0;2;8
3812;2016;10;40525;15;140;1629;318;1699;327;931;1457;57;27;0.0;4.0;2;4
3858;2016;10;40533;13;3291;828;333;2333;450;1365;1608;109;58;0.0;1.0;2;5
3859;2016;10;40533;45;2124;828;333;2333;450;1365;1608;109;58;0.0;4.0;4;6
3909;2016;10;40541;31;3135;931;365;2702;644;1762;1427;101;81;0.0;1.0;2;6
3910;2016;10;40541;22;2777;931;365;2702;644;1762;1427;101;81;0.0;4.0;4;8
3985;2016;10;40550;90;249;328;690;4268;1305;1902;810;323;131;0.0;4.0;2;8
3987;2016;10;40550;43;4751;328;690;4268;1305;1902;810;323;131;0.0;1.0;2;8
3989;2016;10;40550;45;2553;328;690;4268;1305;1902;810;323;131;0.0;4.0;2;4
4051;2016;10;40568;15;2972;624;219;2101;495;1515;1503;70;47;0.0;1.0;2;6
4052;2016;10;40568;13;0;624;219;2101;495;1515;1503;70;47;0.0;4.0;2;8
4102;2016;10;40576;15;4331;602;639;3557;1178;2028;1208;216;139;0.0;1.0;2;3
4107;2016;10;40576;45;2887;602;639;3557;1178;2028;1208;216;139;0.0;4.0;2;8
4110;2016;10;40576;22;234;602;639;3557;1178;2028;1208;216;139;0.0;4.0;2;3
4198;2016;10;40584;45;3320;1356;326;2071;539;1867;2449;96;69;0.0;1.0;2;8
4200;2016;10;40584;12;3028;1356;326;2071;539;1867;2449;96;69;0.0;4.0;2;7
4276;2016;10;40592;15;3004;874;342;3857;922;1635;1238;133;98;0.0;1.0;2;4
4277;2016;10;40592;90;2733;874;342;3857;922;1635;1238;133;98;0.0;4.0;4;8
4287;2016;10;40592;36;147;874;342;3857;922;1635;1238;133;98;0.0;4.0;2;6
4288;2016;10;40592;90;0;874;342;3857;922;1635;1238;133;98;0.0;4.0;2;3
4289;2016;10;40592;36;74;874;342;3857;922;1635;1238;133;98;0.0;4.0;2;6
4290;2016;10;40592;45;2960;874;342;3857;922;1635;1238;133;98;0.0;1.0;2;4
4291;2016;10;40592;13;94;874;342;3857;922;1635;1238;133;98;0.0;4.0;4;8
4292;2016;10;40592;12;650;874;342;3857;922;1635;1238;133;98;0.0;4.0;2;8
4426;2016;10;40606;15;2566;430;243;1877;509;1161;1084;90;55;0.0;1.0;2;8
4428;2016;10;40606;14;1797;430;243;1877;509;1161;1084;90;55;0.0;4.0;2;6
4444;2016;10;40614;25;742;69;144;719;260;348;261;99;41;0.0;4.0;2;6
4462;2016;10;40614;14;1050;69;144;719;260;348;261;99;41;0.0;1.0;2;4
4488;2016;10;40622;40;2495;317;292;967;396;1035;1934;76;45;0.0;1.0;2;6
4489;2016;10;40622;11;1728;317;292;967;396;1035;1934;76;45;0.0;4.0;2;2
4565;2016;10;40630;45;0;96;346;878;394;599;341;114;36;0.0;4.0;2;8
4566;2016;10;40630;12;1089;96;346;878;394;599;341;114;36;0.0;1.0;2;6
4567;2016;10;40630;15;384;96;346;878;394;599;341;114;36;0.0;4.0;2;3
4616;2016;10;40649;11;2285;482;344;2447;442;1253;2015;93;72;0.0;1.0;4;8
4617;2016;10;40649;12;1926;482;344;2447;442;1253;2015;93;72;0.0;4.0;2;6
4656;2016;10;40649;10;1596;482;344;2447;442;1253;2015;93;72;0.0;4.0;2;3
4696;2016;10;40657;15;1110;115;132;923;247;487;424;49;25;0.0;1.0;2;4
4697;2016;10;40657;45;1004;115;132;923;247;487;424;49;25;0.0;4.0;4;8
4723;2016;10;40665;10;0;394;302;2221;488;1117;1335;79;67;0.0;4.0;2;3
4724;2016;10;40665;20;0;394;302;2221;488;1117;1335;79;67;0.0;4.0;2;4
4725;2016;10;40665;11;2461;394;302;2221;488;1117;1335;79;67;0.0;1.0;2;4
4726;2016;10;40665;22;16;394;302;2221;488;1117;1335;79;67;0.0;4.0;2;4
4790;2016;10;40673;15;7687;2756;1242;6723;2727;6406;7586;608;268;0.0;4.0;2;8
