ANO_ELEICAO;CODIGO_ESTADO;CODIGO_MUNICIPIO;NUMERO_PARTIDO;TOTAL_VOTOS;ANALFABETO;ENSINO_FUNDAMENTAL_COMPLETO;ENSINO_FUNDAMENTAL_INCOMPLETO;ENSINO_MEDIO_COMPLETO;ENSINO_MEDIO_INCOMPLETO;LE_E_ESCREVE;SUPERIOR_COMPLETO;SUPERIOR_INCOMPLETO;TOTAL_GASTO;CODIGO_SIT_CAND_TOT;SEXO;COD_GRAU_INSTRUCAO
8367;2016;9;7960;65;2218;1002;267;1767;309;908;1495;35;18;47500.0;4.0;4;8
8368;2016;9;7960;10;2446;1002;267;1767;309;908;1495;35;18;31226.36;1.0;2;6
8405;2016;9;7978;40;9406;2360;1014;7762;1409;3845;5147;191;118;156483.58;1.0;2;8
8406;2016;9;7978;45;7479;2360;1014;7762;1409;3845;5147;191;118;66295.01;4.0;4;8
8481;2016;9;7986;27;168;372;192;1095;630;557;921;148;81;6100.0;4.0;2;8
8482;2016;9;7986;10;1908;372;192;1095;630;557;921;148;81;34503.18;1.0;2;2
8483;2016;9;7986;45;1610;372;192;1095;630;557;921;148;81;29374.83;4.0;2;8
8517;2016;9;7994;33;7714;2471;1065;8145;1864;3928;3817;200;110;97979.29;1.0;2;8
8518;2016;9;7994;12;6835;2471;1065;8145;1864;3928;3817;200;110;55805.99;4.0;2;8
8519;2016;9;7994;15;2908;2471;1065;8145;1864;3928;3817;200;110;39750.0;4.0;2;8
8551;2016;9;7943;13;2452;1391;529;1952;599;1029;1670;85;49;48600.0;4.0;2;6
8605;2016;9;8001;43;4909;2319;757;3818;935;1911;2847;109;84;198694.68;1.0;4;6
8606;2016;9;8001;45;73;2319;757;3818;935;1911;2847;109;84;8550.0;4.0;2;7
8607;2016;9;8001;12;0;2319;757;3818;935;1911;2847;109;84;81388.93;4.0;4;8
8671;2016;9;8010;25;3343;1103;389;3001;687;1564;1462;81;55;46978.75;4.0;2;7
8672;2016;9;8010;12;3636;1103;389;3001;687;1564;1462;81;55;72743.25;1.0;2;4
8700;2016;9;8028;65;4331;910;499;3510;944;2287;1808;62;36;101532.0;1.0;2;8
8701;2016;9;8028;12;3326;910;499;3510;944;2287;1808;62;36;56750.43;4.0;4;8
8773;2016;9;8036;12;28967;4743;11002;28491;51116;17386;12994;15861;10265;596616.72;4.0;4;8
8774;2016;9;8036;21;521;4743;11002;28491;51116;17386;12994;15861;10265;9030.0;4.0;2;8
8775;2016;9;8036;40;36224;4743;11002;28491;51116;17386;12994;15861;10265;809936.36;4.0;2;7
8776;2016;9;8036;15;38712;4743;11002;28491;51116;17386;12994;15861;10265;363670.0;1.0;2;8
8777;2016;9;8036;20;26587;4743;11002;28491;51116;17386;12994;15861;10265;594717.77;4.0;2;8
8778;2016;9;8036;54;1735;4743;11002;28491;51116;17386;12994;15861;10265;4020.0;4.0;2;8
9564;2016;9;8044;65;4640;2559;555;4292;838;2195;2619;167;97;30838.0;4.0;4;7
9565;2016;9;8044;11;5723;2559;555;4292;838;2195;2619;167;97;62862.85;1.0;2;8
9566;2016;9;8044;45;8;2559;555;4292;838;2195;2619;167;97;200.0;4.0;2;6
9618;2016;9;8052;45;6300;3993;727;5466;840;2653;4460;154;91;29900.0;4.0;2;8
9619;2016;9;8052;12;7130;3993;727;5466;840;2653;4460;154;91;30400.0;1.0;2;8
9690;2016;9;8060;22;9456;2383;873;6370;1238;2268;3569;112;72;165595.0;1.0;2;6
9691;2016;9;8060;40;3601;2383;873;6370;1238;2268;3569;112;72;66245.0;4.0;4;8
9770;2016;9;8079;45;4123;6289;2277;11407;4833;9832;10031;437;290;91204.2;4.0;2;4
9771;2016;9;8079;65;3009;6289;2277;11407;4833;9832;10031;437;290;64210.0;4.0;2;7
9772;2016;9;8079;23;3752;6289;2277;11407;4833;9832;10031;437;290;80650.0;4.0;2;8
9773;2016;9;8079;11;1104;6289;2277;11407;4833;9832;10031;437;290;52990.2;4.0;4;8
9774;2016;9;8079;10;12019;6289;2277;11407;4833;9832;10031;437;290;305560.36;1.0;2;8
9775;2016;9;8079;51;9040;6289;2277;11407;4833;9832;10031;437;290;225944.77;4.0;2;8
9776;2016;9;8079;50;605;6289;2277;11407;4833;9832;10031;437;290;3360.1;4.0;2;8
9777;2016;9;8079;54;252;6289;2277;11407;4833;9832;10031;437;290;0.0;4.0;2;7
10042;2016;9;8087;19;5138;2950;612;2911;2500;1713;2091;424;166;256722.6;1.0;2;8
10043;2016;9;8087;55;1538;2950;612;2911;2500;1713;2091;424;166;124623.44;4.0;2;7
10044;2016;9;8087;11;5042;2950;612;2911;2500;1713;2091;424;166;23299.85;4.0;2;8
10129;2016;9;8095;65;3617;2952;1366;5617;2888;3095;3967;461;288;36505.9;4.0;2;8
10130;2016;9;8095;45;9033;2952;1366;5617;2888;3095;3967;461;288;152956.52;1.0;2;8
10131;2016;9;8095;11;3174;2952;1366;5617;2888;3095;3967;461;288;72982.92;4.0;2;8
10198;2016;9;8109;14;118;347;288;2343;501;1591;1445;28;36;9091.73;4.0;2;6
10199;2016;9;8109;11;2463;347;288;2343;501;1591;1445;28;36;48198.85;4.0;4;8
10200;2016;9;8109;65;2851;347;288;2343;501;1591;1445;28;36;28026.75;1.0;4;8
10257;2016;9;8117;12;4769;2183;555;3514;997;1899;2811;70;71;51331.85;1.0;2;6
10258;2016;9;8117;45;4692;2183;555;3514;997;1899;2811;70;71;25645.35;4.0;2;3
10289;2016;9;8125;55;2424;916;285;1511;471;896;1087;71;31;94642.95;1.0;4;6
10290;2016;9;8125;65;1767;916;285;1511;471;896;1087;71;31;29017.92;4.0;2;6
10350;2016;9;8133;45;13251;7373;1872;8899;2518;6353;8299;307;131;264132.95;1.0;2;8
10351;2016;9;8133;65;6353;7373;1872;8899;2518;6353;8299;307;131;76000.0;4.0;2;8
10352;2016;9;8133;10;6579;7373;1872;8899;2518;6353;8299;307;131;19974.48;4.0;4;8
10429;2016;9;8141;55;4205;1795;882;5073;1214;2534;2895;104;69;61940.0;4.0;2;8
10430;2016;9;8141;65;4483;1795;882;5073;1214;2534;2895;104;69;102038.8;1.0;4;8
10431;2016;9;8141;22;2662;1795;882;5073;1214;2534;2895;104;69;48727.2;4.0;2;8
10537;2016;9;8150;14;3050;1652;430;1934;581;1593;1995;104;40;38807.0;4.0;2;6
10538;2016;9;8150;13;3652;1652;430;1934;581;1593;1995;104;40;82910.71;1.0;2;8
10573;2016;9;8168;10;4392;867;1457;5417;4229;3723;1412;448;316;83116.02;4.0;4;8
10574;2016;9;8168;22;4026;867;1457;5417;4229;3723;1412;448;316;38208.06;4.0;2;8
10575;2016;9;8168;65;6292;867;1457;5417;4229;3723;1412;448;316;73641.05;1.0;4;7
10576;2016;9;8168;40;483;867;1457;5417;4229;3723;1412;448;316;26960.0;4.0;2;8
10681;2016;9;8176;45;2235;2468;517;2761;955;1889;3388;115;63;31727.0;4.0;4;6
10682;2016;9;8176;23;4253;2468;517;2761;955;1889;3388;115;63;58481.6;1.0;2;8
10683;2016;9;8176;77;2861;2468;517;2761;955;1889;3388;115;63;48599.99;4.0;2;8
10684;2016;9;8176;22;43;2468;517;2761;955;1889;3388;115;63;20715.0;4.0;2;8
10685;2016;9;8176;65;2;2468;517;2761;955;1889;3388;115;63;4500.0;4.0;2;6
10762;2016;9;8184;25;1736;778;380;2428;476;1198;1023;66;72;26233.83;4.0;4;6
10763;2016;9;8184;43;1572;778;380;2428;476;1198;1023;66;72;35684.98;4.0;2;3
10764;2016;9;8184;65;1822;778;380;2428;476;1198;1023;66;72;90101.16;1.0;2;6
10808;2016;9;8192;22;5396;1418;452;3705;668;1528;2020;63;36;229468.75;1.0;2;3
10809;2016;9;8192;65;2093;1418;452;3705;668;1528;2020;63;36;8240.0;4.0;4;8
10845;2016;9;8206;12;2709;860;291;1942;290;785;1607;37;27;51781.9;1.0;2;3
10846;2016;9;8206;55;2256;860;291;1942;290;785;1607;37;27;51908.15;4.0;2;6
10877;2016;9;8214;12;3853;825;245;2792;640;1580;2123;100;64;55819.6;1.0;2;6
10878;2016;9;8214;44;3263;825;245;2792;640;1580;2123;100;64;58809.55;4.0;4;8
10914;2016;9;8222;44;2995;1266;192;2621;280;1343;2427;43;40;44903.04;4.0;2;8
10915;2016;9;8222;65;3315;1266;192;2621;280;1343;2427;43;40;43535.8;1.0;2;6
10963;2016;9;8230;45;2613;480;358;2388;492;949;1139;77;44;44941.0;1.0;2;8
10964;2016;9;8230;65;2193;480;358;2388;492;949;1139;77;44;23170.0;4.0;2;6
11016;2016;9;8249;65;3840;897;564;3958;709;1518;2182;45;41;64076.0;4.0;2;6
11017;2016;9;8249;11;4499;897;564;3958;709;1518;2182;45;41;62186.81;1.0;4;8
11069;2016;9;8257;65;4815;2331;367;3584;707;2307;3466;75;64;90956.81;4.0;2;8
11070;2016;9;8257;54;0;2331;367;3584;707;2307;3466;75;64;0.0;4.0;2;6
11071;2016;9;8257;15;4895;2331;367;3584;707;2307;3466;75;64;62700.0;1.0;2;8
11122;2016;9;8265;43;1909;601;384;1424;792;757;1127;195;129;5500.0;4.0;4;8
11123;2016;9;8265;15;2960;601;384;1424;792;757;1127;195;129;92084.35;1.0;2;6
11156;2016;9;8273;27;6545;2170;710;5018;1129;2477;2638;111;62;102000.0;1.0;2;4
11157;2016;9;8273;45;5714;2170;710;5018;1129;2477;2638;111;62;75151.58;4.0;2;6
11187;2016;9;8281;65;2045;1088;394;2340;646;1034;1371;96;71;107428.63;1.0;2;6
11188;2016;9;8281;45;1804;1088;394;2340;646;1034;1371;96;71;155658.13;4.0;4;4
11189;2016;9;8281;10;1914;1088;394;2340;646;1034;1371;96;71;126694.55;4.0;2;4
11249;2016;9;8290;65;9458;575;960;4767;4503;2305;1854;580;261;61899.74;1.0;4;8
11250;2016;9;8290;28;4793;575;960;4767;4503;2305;1854;580;261;39570.4;4.0;2;6
11313;2016;9;8303;36;3993;2456;234;2780;565;1172;2940;81;42;51897.7;1.0;2;4
11314;2016;9;8303;55;3568;2456;234;2780;565;1172;2940;81;42;43500.0;4.0;2;8
11315;2016;9;8303;19;43;2456;234;2780;565;1172;2940;81;42;6597.06;4.0;2;4
11361;2016;9;8311;40;9470;3338;671;6596;1599;2056;5965;444;243;159746.25;1.0;2;6
11362;2016;9;8311;43;8411;3338;671;6596;1599;2056;5965;444;243;74525.82;4.0;2;8
11421;2016;9;8320;65;4435;1037;373;3882;498;1491;1142;66;62;107179.0;1.0;2;6
11422;2016;9;8320;12;2498;1037;373;3882;498;1491;1142;66;62;74756.27;4.0;2;8
11474;2016;9;8338;55;2727;2797;439;3921;1108;2684;4006;155;103;24664.1;4.0;2;7
11475;2016;9;8338;65;4826;2797;439;3921;1108;2684;4006;155;103;43019.1;1.0;2;8
11476;2016;9;8338;13;3969;2797;439;3921;1108;2684;4006;155;103;17862.57;4.0;2;8
11521;2016;9;8346;40;244;3152;386;3128;1024;1616;2705;235;158;11200.0;4.0;2;7
11522;2016;9;8346;12;4787;3152;386;3128;1024;1616;2705;235;158;30870.0;4.0;2;6
11523;2016;9;8346;55;4842;3152;386;3128;1024;1616;2705;235;158;86627.7;1.0;4;7
11608;2016;9;8354;12;4161;809;402;3730;1064;3023;2300;56;53;78612.83;4.0;2;8
11609;2016;9;8354;40;4391;809;402;3730;1064;3023;2300;56;53;54530.0;1.0;2;8
11678;2016;9;8362;45;2298;1164;391;1833;458;880;1908;67;22;29599.8;4.0;2;6
11679;2016;9;8362;65;17;1164;391;1833;458;880;1908;67;22;11800.0;4.0;4;7
11680;2016;9;8362;12;2892;1164;391;1833;458;880;1908;67;22;32073.9;1.0;2;8
11712;2016;9;8370;65;6343;1381;1043;4324;3304;2508;3879;381;278;95957.76;4.0;2;8
11713;2016;9;8370;45;7307;1381;1043;4324;3304;2508;3879;381;278;182050.0;1.0;4;6
11714;2016;9;8370;22;1191;1381;1043;4324;3304;2508;3879;381;278;13904.35;4.0;4;8
11795;2016;9;8389;40;3674;1834;355;2716;734;1509;1856;90;79;166070.77;1.0;2;4
11796;2016;9;8389;65;160;1834;355;2716;734;1509;1856;90;79;86299.99;4.0;4;8
11797;2016;9;8389;45;3253;1834;355;2716;734;1509;1856;90;79;97050.0;4.0;2;8
11843;2016;9;8397;12;3923;941;391;2925;677;1247;1212;114;74;65343.35;1.0;2;7
11844;2016;9;8397;20;2254;941;391;2925;677;1247;1212;114;74;81595.35;4.0;2;8
11887;2016;9;8400;45;1856;367;204;1757;184;557;682;23;15;68006.42;1.0;2;8
11888;2016;9;8400;12;1496;367;204;1757;184;557;682;23;15;34688.99;4.0;4;8
11914;2016;9;8419;15;5475;2037;645;5334;1389;2897;2209;138;79;95537.36;1.0;2;8
11915;2016;9;8419;11;282;2037;645;5334;1389;2897;2209;138;79;5200.0;4.0;2;8
11916;2016;9;8419;65;4363;2037;645;5334;1389;2897;2209;138;79;59987.06;4.0;2;8
11917;2016;9;8419;77;218;2037;645;5334;1389;2897;2209;138;79;800.0;4.0;2;8
11918;2016;9;8419;22;0;2037;645;5334;1389;2897;2209;138;79;10431.03;4.0;2;8
12005;2016;9;8427;13;2004;844;137;1810;293;608;1389;71;33;80190.7;4.0;4;6
12006;2016;9;8427;12;2202;844;137;1810;293;608;1389;71;33;74104.6;1.0;2;6
12040;2016;9;8435;10;2623;1462;362;2361;823;1937;2159;80;50;19000.0;4.0;2;6
12041;2016;9;8435;12;4799;1462;362;2361;823;1937;2159;80;50;49227.19;1.0;2;8
12079;2016;9;8443;14;1778;833;115;1604;225;441;1191;49;30;57896.35;4.0;2;6
12080;2016;9;8443;65;1897;833;115;1604;225;441;1191;49;30;22543.65;1.0;2;6
12106;2016;9;8451;45;1366;413;209;951;431;507;892;133;49;27600.0;4.0;2;6
12107;2016;9;8451;17;1827;413;209;951;431;507;892;133;49;34700.98;1.0;4;8
12134;2016;9;8460;65;2176;1033;374;1717;513;765;1144;57;46;50531.8;4.0;2;6
12135;2016;9;8460;43;2235;1033;374;1717;513;765;1144;57;46;138625.5;1.0;4;6
12159;2016;9;8478;12;7038;2902;816;4284;1532;2036;3197;170;135;107977.0;1.0;2;8
12160;2016;9;8478;65;4280;2902;816;4284;1532;2036;3197;170;135;42382.25;4.0;2;8
12200;2016;9;8486;65;3404;1306;302;2402;466;1161;1990;62;49;39082.3;1.0;2;8
12201;2016;9;8486;45;2702;1306;302;2402;466;1161;1990;62;49;25331.5;4.0;2;3
12233;2016;9;8494;10;13416;1078;4449;9896;24155;10957;2577;2876;2710;218615.83;4.0;2;8
12234;2016;9;8494;54;5598;1078;4449;9896;24155;10957;2577;2876;2710;19570.0;4.0;2;6
12235;2016;9;8494;65;15440;1078;4449;9896;24155;10957;2577;2876;2710;257710.91;1.0;2;8
12236;2016;9;8494;45;8008;1078;4449;9896;24155;10957;2577;2876;2710;166573.88;4.0;2;8
12237;2016;9;8494;21;975;1078;4449;9896;24155;10957;2577;2876;2710;1320.0;4.0;2;6
12238;2016;9;8494;13;3411;1078;4449;9896;24155;10957;2577;2876;2710;55967.6;4.0;2;7
12490;2016;9;8508;11;5224;1931;758;3568;1244;1928;2559;161;106;83928.19;1.0;2;7
12491;2016;9;8508;12;3986;1931;758;3568;1244;1928;2559;161;106;48365.12;4.0;2;8
12492;2016;9;8508;45;119;1931;758;3568;1244;1928;2559;161;106;8458.21;4.0;2;8
12493;2016;9;8508;50;86;1931;758;3568;1244;1928;2559;161;106;2660.0;4.0;4;6
12533;2016;9;8516;11;6569;1915;1061;5370;2118;2545;3104;157;89;58717.06;1.0;2;6
12534;2016;9;8516;43;5744;1915;1061;5370;2118;2545;3104;157;89;53157.0;4.0;2;8
12535;2016;9;8516;18;111;1915;1061;5370;2118;2545;3104;157;89;11291.5;4.0;4;8
12641;2016;9;8524;40;2643;1292;274;3199;514;1342;1855;28;28;45052.0;1.0;2;6
12642;2016;9;8524;77;1597;1292;274;3199;514;1342;1855;28;28;28500.3;4.0;2;6
12643;2016;9;8524;11;2393;1292;274;3199;514;1342;1855;28;28;42621.22;4.0;4;8
12711;2016;9;8532;13;6070;2534;603;4317;721;2336;4777;149;58;60200.0;1.0;2;6
12712;2016;9;8532;20;4596;2534;603;4317;721;2336;4777;149;58;75202.25;4.0;4;8
12747;2016;9;8540;45;126;648;95;1309;290;706;1229;78;31;10502.2;4.0;2;8
12748;2016;9;8540;10;1884;648;95;1309;290;706;1229;78;31;73624.14;1.0;4;8
12749;2016;9;8540;15;1301;648;95;1309;290;706;1229;78;31;24341.68;4.0;4;8
12780;2016;9;8559;27;60;4897;842;10365;1573;3655;4800;352;177;27092.95;4.0;2;8
12781;2016;9;8559;77;6866;4897;842;10365;1573;3655;4800;352;177;116062.5;4.0;2;8
12782;2016;9;8559;90;8723;4897;842;10365;1573;3655;4800;352;177;93850.0;1.0;2;3
12783;2016;9;8559;33;3847;4897;842;10365;1573;3655;4800;352;177;41410.0;4.0;2;8
12784;2016;9;8559;18;76;4897;842;10365;1573;3655;4800;352;177;1880.0;4.0;2;6
12858;2016;9;8567;15;5827;1717;681;4340;1474;2968;3675;191;113;107336.44;1.0;2;6
12859;2016;9;8567;77;5251;1717;681;4340;1474;2968;3675;191;113;103349.99;4.0;2;8
12860;2016;9;8567;12;1209;1717;681;4340;1474;2968;3675;191;113;90370.3;4.0;4;8
12929;2016;9;8575;14;8082;2216;454;3422;871;1696;4615;114;88;41461.75;1.0;2;8
12930;2016;9;8575;55;1899;2216;454;3422;871;1696;4615;114;88;13029.05;4.0;2;6
12961;2016;9;8583;65;2292;659;391;1739;981;758;854;153;80;66500.0;4.0;4;8
12962;2016;9;8583;45;2761;659;391;1739;981;758;854;153;80;47854.54;1.0;2;3
12963;2016;9;8583;90;18;659;391;1739;981;758;854;153;80;500.0;4.0;4;8
13005;2016;9;8591;23;5231;1224;650;2589;2151;2038;3187;368;185;34086.38;4.0;2;7
13006;2016;9;8591;77;5318;1224;650;2589;2151;2038;3187;368;185;44610.0;1.0;4;8
13043;2016;9;8605;20;164;2754;654;4872;921;1777;3481;105;89;600.0;4.0;2;4
13044;2016;9;8605;51;55;2754;654;4872;921;1777;3481;105;89;3660.0;4.0;4;8
13045;2016;9;8605;65;5929;2754;654;4872;921;1777;3481;105;89;85149.85;1.0;2;6
13046;2016;9;8605;22;4636;2754;654;4872;921;1777;3481;105;89;108104.0;4.0;2;7
13155;2016;9;8613;14;7594;4093;1296;7490;3703;6263;6291;382;310;72274.77;1.0;2;6
13156;2016;9;8613;51;3571;4093;1296;7490;3703;6263;6291;382;310;136168.0;4.0;4;6
13157;2016;9;8613;77;6045;4093;1296;7490;3703;6263;6291;382;310;130218.05;4.0;2;8
13158;2016;9;8613;54;595;4093;1296;7490;3703;6263;6291;382;310;275.0;4.0;2;6
13159;2016;9;8613;22;4004;4093;1296;7490;3703;6263;6291;382;310;156576.49;4.0;4;8
13279;2016;9;8621;28;2242;1147;395;2469;785;1255;1462;118;91;85980.0;4.0;2;6
13280;2016;9;8621;45;2367;1147;395;2469;785;1255;1462;118;91;81208.84;1.0;4;8
13304;2016;9;8621;40;1702;1147;395;2469;785;1255;1462;118;91;100891.99;4.0;4;8
13340;2016;9;8630;12;7263;3215;1986;8520;2328;3985;5949;161;97;102130.2;4.0;2;8
13341;2016;9;8630;11;9975;3215;1986;8520;2328;3985;5949;161;97;75210.0;1.0;2;8
13342;2016;9;8630;65;1418;3215;1986;8520;2328;3985;5949;161;97;25550.7;4.0;2;8
13343;2016;9;8630;43;277;3215;1986;8520;2328;3985;5949;161;97;23297.0;4.0;2;7
13434;2016;9;8656;15;4869;1121;821;3858;1491;2217;1874;107;64;59683.9;1.0;2;8
13435;2016;9;8656;65;4190;1121;821;3858;1491;2217;1874;107;64;32207.57;4.0;2;2
13521;2016;9;8672;51;204;1423;1744;6343;4431;3480;2815;942;359;11030.0;4.0;2;5
13522;2016;9;8672;65;10059;1423;1744;6343;4431;3480;2815;942;359;285057.15;1.0;2;8
13523;2016;9;8672;45;8716;1423;1744;6343;4431;3480;2815;942;359;240685.67;4.0;2;8
13602;2016;9;8699;15;15707;5190;3649;16154;7040;11714;11698;577;319;415570.76;4.0;2;8
13603;2016;9;8699;20;10;5190;3649;16154;7040;11714;11698;577;319;3300.0;4.0;2;6
13604;2016;9;8699;65;6530;5190;3649;16154;7040;11714;11698;577;319;76200.0;4.0;2;8
13605;2016;9;8699;23;464;5190;3649;16154;7040;11714;11698;577;319;37482.0;4.0;2;8
13606;2016;9;8699;11;19354;5190;3649;16154;7040;11714;11698;577;319;402750.0;1.0;2;8
13840;2016;9;8710;65;8817;3912;1213;6344;1644;2439;4225;135;139;61301.0;1.0;2;8
13841;2016;9;8710;45;6030;3912;1213;6344;1644;2439;4225;135;139;130771.05;4.0;2;6
13842;2016;9;8710;51;181;3912;1213;6344;1644;2439;4225;135;139;590.0;4.0;2;6
13893;2016;9;8737;10;5318;2925;723;2389;2378;1662;2647;522;185;136813.3;1.0;2;8
13894;2016;9;8737;11;4885;2925;723;2389;2378;1662;2647;522;185;48300.0;4.0;2;6
13981;2016;9;8753;40;5039;1662;561;2706;2255;1392;3434;766;306;61710.0;4.0;2;8
13982;2016;9;8753;65;6413;1662;561;2706;2255;1392;3434;766;306;90686.63;1.0;2;4
14018;2016;9;8770;55;8254;1533;720;7634;1917;4273;1987;395;287;219127.83;1.0;2;8
14019;2016;9;8770;12;7191;1533;720;7634;1917;4273;1987;395;287;177777.51;4.0;2;6
14081;2016;9;8796;11;13040;3977;2018;6875;4839;5242;7487;789;421;169800.01;1.0;2;8
14082;2016;9;8796;17;10667;3977;2018;6875;4839;5242;7487;789;421;137441.5;4.0;4;8
14149;2016;9;8818;11;3801;1507;442;3298;758;2019;1372;59;43;21080.75;1.0;2;6
14150;2016;9;8818;33;3506;1507;442;3298;758;2019;1372;59;43;29050.0;4.0;2;6
14209;2016;9;8834;65;4223;1479;394;2563;881;2066;2520;75;49;74417.99;1.0;2;8
14210;2016;9;8834;12;3663;1479;394;2563;881;2066;2520;75;49;26290.6;4.0;4;8
14211;2016;9;8834;45;97;1479;394;2563;881;2066;2520;75;49;6011.0;4.0;2;8
14212;2016;9;8834;50;142;1479;394;2563;881;2066;2520;75;49;2614.8;4.0;2;8
14274;2016;9;8850;65;3357;988;464;3619;756;1706;2675;64;48;32596.6;4.0;2;6
14275;2016;9;8850;50;90;988;464;3619;756;1706;2675;64;48;2587.6;4.0;2;6
14276;2016;9;8850;10;4806;988;464;3619;756;1706;2675;64;48;46500.01;1.0;2;8
14327;2016;9;8877;10;5554;1594;650;3137;2253;1438;3525;579;350;143710.47;1.0;2;6
14328;2016;9;8877;33;701;1594;650;3137;2253;1438;3525;579;350;108500.0;4.0;2;8
14329;2016;9;8877;70;5278;1594;650;3137;2253;1438;3525;579;350;134001.45;4.0;2;8
14403;2016;9;8893;45;66918;2240;7753;18022;36951;15506;5335;3684;2929;429931.04;1.0;2;8
14404;2016;9;8893;15;0;2240;7753;18022;36951;15506;5335;3684;2929;78108.0;4.0;2;8
14591;2016;9;8915;65;9398;2761;2300;8975;4770;7786;4094;285;176;91367.64;4.0;2;8
14592;2016;9;8915;45;3167;2761;2300;8975;4770;7786;4094;285;176;10247.0;4.0;2;6
14593;2016;9;8915;15;10568;2761;2300;8975;4770;7786;4094;285;176;96685.1;1.0;4;8
14594;2016;9;8915;21;124;2761;2300;8975;4770;7786;4094;285;176;0.0;4.0;2;6
14710;2016;9;8931;55;2317;497;218;1705;258;842;1608;55;38;21500.0;;2;8
14739;2016;9;8958;23;8213;3126;1198;7828;2080;3946;6002;214;156;110937.1;4.0;2;8
14740;2016;9;8958;14;10080;3126;1198;7828;2080;3946;6002;214;156;65169.26;1.0;2;8
14741;2016;9;8958;36;398;3126;1198;7828;2080;3946;6002;214;156;28975.0;4.0;2;8
14840;2016;9;8974;25;13808;10025;2313;12272;2116;7085;13217;241;93;412027.3;4.0;2;8
14841;2016;9;8974;55;26;10025;2313;12272;2116;7085;13217;241;93;0.0;4.0;2;5
14842;2016;9;8974;11;18030;10025;2313;12272;2116;7085;13217;241;93;308367.97;1.0;4;8
14843;2016;9;8974;22;543;10025;2313;12272;2116;7085;13217;241;93;95063.03;4.0;2;6
14844;2016;9;8974;50;1615;10025;2313;12272;2116;7085;13217;241;93;13100.5;4.0;2;6
14976;2016;9;8990;43;7039;3594;1002;6419;1100;3145;5341;110;88;98488.35;4.0;4;5
14977;2016;9;8990;12;8540;3594;1002;6419;1100;3145;5341;110;88;98242.61;1.0;2;3
14978;2016;9;8990;50;26;3594;1002;6419;1100;3145;5341;110;88;1803.7;4.0;4;8
14979;2016;9;8990;54;105;3594;1002;6419;1100;3145;5341;110;88;1320.0;4.0;2;8
15032;2016;9;9016;11;2134;2641;1505;8098;2309;5570;3441;132;132;25906.3;4.0;2;8
15033;2016;9;9016;65;15010;2641;1505;8098;2309;5570;3441;132;132;49900.0;1.0;2;8
15034;2016;9;9016;50;898;2641;1505;8098;2309;5570;3441;132;132;2556.4;4.0;2;4
15141;2016;9;9032;45;5578;1918;490;3671;753;2134;4130;87;71;75842.86;1.0;2;6
15142;2016;9;9032;65;5337;1918;490;3671;753;2134;4130;87;71;102500.0;4.0;2;6
15195;2016;9;9059;33;3200;1999;583;4452;1105;2701;3103;91;67;53500.56;4.0;2;8
15196;2016;9;9059;23;3032;1999;583;4452;1105;2701;3103;91;67;18400.0;4.0;4;8
15197;2016;9;9059;65;5259;1999;583;4452;1105;2701;3103;91;67;75595.64;1.0;2;8
15268;2016;9;9075;45;5904;1843;1464;6254;6268;3274;4077;750;413;43600.0;4.0;2;8
15269;2016;9;9075;65;8436;1843;1464;6254;6268;3274;4077;750;413;90202.5;1.0;2;6
15270;2016;9;9075;43;6800;1843;1464;6254;6268;3274;4077;750;413;80935.4;4.0;2;8
15271;2016;9;9075;20;74;1843;1464;6254;6268;3274;4077;750;413;4390.0;4.0;2;6
15428;2016;9;9091;50;113;2883;650;6381;1058;3958;5687;115;73;3263.6;4.0;2;7
15429;2016;9;9091;65;222;2883;650;6381;1058;3958;5687;115;73;33600.0;4.0;4;4
15430;2016;9;9091;15;9219;2883;650;6381;1058;3958;5687;115;73;63211.6;1.0;2;8
15431;2016;9;9091;45;5823;2883;650;6381;1058;3958;5687;115;73;63660.0;4.0;2;8
15503;2016;9;9113;51;304;3864;1820;6817;1485;4043;9020;187;100;44040.15;4.0;2;8
15504;2016;9;9113;65;9939;3864;1820;6817;1485;4043;9020;187;100;159754.9;4.0;2;6
15505;2016;9;9113;15;10686;3864;1820;6817;1485;4043;9020;187;100;110500.0;1.0;2;4
15560;2016;9;9130;65;1610;407;129;1307;237;523;1240;43;21;30897.51;1.0;2;7
15561;2016;9;9130;12;1565;407;129;1307;237;523;1240;43;21;26995.0;4.0;4;8
15590;2016;9;9156;65;4270;1573;356;2606;319;1292;3142;27;35;88594.0;1.0;2;8
15591;2016;9;9156;11;2711;1573;356;2606;319;1292;3142;27;35;49895.73;4.0;2;8
15620;2016;9;9172;33;377;1048;1016;6280;2937;2916;3954;330;163;5000.0;4.0;2;6
15621;2016;9;9172;45;6972;1048;1016;6280;2937;2916;3954;330;163;48527.32;1.0;2;8
15622;2016;9;9172;44;4485;1048;1016;6280;2937;2916;3954;330;163;18800.0;4.0;2;6
15623;2016;9;9172;43;2156;1048;1016;6280;2937;2916;3954;330;163;14811.61;4.0;4;8
15624;2016;9;9172;18;319;1048;1016;6280;2937;2916;3954;330;163;1900.0;4.0;2;7
15625;2016;9;9172;65;1081;1048;1016;6280;2937;2916;3954;330;163;39934.15;4.0;2;8
15626;2016;9;9172;23;11;1048;1016;6280;2937;2916;3954;330;163;200.0;4.0;2;8
15627;2016;9;9172;22;46;1048;1016;6280;2937;2916;3954;330;163;7877.45;4.0;2;8
