ANALFABETO;ENSINO_FUNDAMENTAL_COMPLETO;ENSINO_FUNDAMENTAL_INCOMPLETO;ENSINO_MEDIO_COMPLETO;ENSINO_MEDIO_INCOMPLETO;LE_E_ESCREVE;SUPERIOR_COMPLETO;SUPERIOR_INCOMPLETO;QTD_APTOS;QTD_COMPARECIMENTO
2841;473;420;2681;657;1638;1053;173;121;14446;12336.0
2842;473;420;2681;657;1638;1053;173;121;14446;12336.0
2849;473;420;2681;657;1638;1053;173;121;14446;12336.0
2895;174;379;1588;425;1114;911;79;91;9568;8782.0
2896;174;379;1588;425;1114;911;79;91;9568;8782.0
2931;800;8041;22712;30117;9633;2820;8010;4679;173622;159662.0
2932;800;8041;22712;30117;9633;2820;8010;4679;173622;159662.0
2933;800;8041;22712;30117;9633;2820;8010;4679;173622;159662.0
2934;800;8041;22712;30117;9633;2820;8010;4679;173622;159662.0
2935;800;8041;22712;30117;9633;2820;8010;4679;173622;159662.0
2936;800;8041;22712;30117;9633;2820;8010;4679;173622;159662.0
2937;800;8041;22712;30117;9633;2820;8010;4679;173622;159662.0
3138;542;820;4418;2246;3213;1101;565;452;26746;21882.0
3139;542;820;4418;2246;3213;1101;565;452;26746;21882.0
3140;542;820;4418;2246;3213;1101;565;452;26746;21882.0
3172;134;110;725;214;536;220;52;37;4072;3820.0
3173;134;110;725;214;536;220;52;37;4072;3820.0
3205;123;343;1332;828;507;431;261;134;7918;7626.0
3206;123;343;1332;828;507;431;261;134;7918;7626.0
3216;678;1181;7680;2925;4946;1864;691;726;41588;33964.0
3219;678;1181;7680;2925;4946;1864;691;726;41588;33964.0
3320;113;234;1334;485;952;341;87;73;7248;6648.0
3341;207;153;835;202;561;464;57;47;5076;4606.0
3342;207;153;835;202;561;464;57;47;5076;4606.0
3360;113;234;1334;485;952;341;87;73;7248;6648.0
3392;177;187;760;693;271;178;186;109;5122;4968.0
3393;177;187;760;693;271;178;186;109;5122;4968.0
3394;177;187;760;693;271;178;186;109;5122;4968.0
3442;180;1112;4051;2617;1607;439;594;461;22122;20450.0
3446;180;1112;4051;2617;1607;439;594;461;22122;20450.0
3525;1484;1595;6276;3619;2554;1910;476;338;36504;34614.0
3526;1484;1595;6276;3619;2554;1910;476;338;36504;34614.0
3527;1484;1595;6276;3619;2554;1910;476;338;36504;34614.0
3610;1150;1557;8793;3581;6612;1924;1173;890;51432;41318.0
3611;1150;1557;8793;3581;6612;1924;1173;890;51432;41318.0
3612;1150;1557;8793;3581;6612;1924;1173;890;51432;41318.0
3613;1150;1557;8793;3581;6612;1924;1173;890;51432;41318.0
3746;255;495;1659;701;1462;1064;122;84;11696;10240.0
3747;255;495;1659;701;1462;1064;122;84;11696;10240.0
3787;789;530;2719;1177;2048;1452;257;224;18434;14758.0
3788;789;530;2719;1177;2048;1452;257;224;18434;14758.0
3798;789;530;2719;1177;2048;1452;257;224;18434;14758.0
3863;257;168;1006;309;879;914;66;62;7348;6120.0
3865;257;168;1006;309;879;914;66;62;7348;6120.0
3896;138;626;2058;1217;1072;645;543;328;13254;12306.0
3897;138;626;2058;1217;1072;645;543;328;13254;12306.0
3946;138;626;2058;1217;1072;645;543;328;13254;12306.0
3949;104;437;1976;646;1146;387;145;169;10044;8988.0
3953;104;437;1976;646;1146;387;145;169;10044;8988.0
3969;104;166;890;432;726;239;69;55;5372;4880.0
3970;104;166;890;432;726;239;69;55;5372;4880.0
4012;247;166;950;219;717;838;52;32;6462;5748.0
4013;247;166;950;219;717;838;52;32;6462;5748.0
4036;822;622;5316;1731;2859;765;500;312;25878;21966.0
4120;822;622;5316;1731;2859;765;500;312;25878;21966.0
4153;604;410;2930;710;1416;778;150;140;14284;12248.0
4154;604;410;2930;710;1416;778;150;140;14284;12248.0
4155;604;410;2930;710;1416;778;150;140;14284;12248.0
4239;585;1225;5931;1021;2396;870;183;277;25158;21046.0
4240;585;1225;5931;1021;2396;870;183;277;25158;21046.0
4287;85;510;1731;540;1055;412;90;120;9090;8230.0
4292;85;510;1731;540;1055;412;90;120;9090;8230.0
4317;198;207;1151;499;1046;709;136;80;8058;7172.0
4318;198;207;1151;499;1046;709;136;80;8058;7172.0
4369;1074;407;1811;699;1547;2175;103;89;23837;19689.0
4370;1074;407;1811;699;1547;2175;103;89;23837;19689.0
4371;1074;407;1811;699;1547;2175;103;89;23837;19689.0
4418;358;647;3289;1520;1107;829;536;308;17188;15470.0
4419;358;647;3289;1520;1107;829;536;308;17188;15470.0
4475;1074;407;1811;699;1547;2175;103;89;23837;19689.0
4489;193;149;1220;432;804;504;67;71;6926;6118.0
4490;193;149;1220;432;804;504;67;71;6926;6118.0
4519;372;279;2065;516;1198;642;103;118;10594;9280.0
4520;372;279;2065;516;1198;642;103;118;10594;9280.0
4534;372;279;2065;516;1198;642;103;118;10594;9280.0
4584;69;443;1690;576;1043;179;138;100;8496;7774.0
4585;69;443;1690;576;1043;179;138;100;8496;7774.0
4599;69;443;1690;576;1043;179;138;100;8496;7774.0
4631;396;465;1742;677;1660;1543;171;134;13620;11358.0
4632;396;465;1742;677;1660;1543;171;134;13620;11358.0
4688;142;170;777;149;559;424;27;22;4576;4278.0
4689;142;170;777;149;559;424;27;22;4576;4278.0
4690;142;170;777;149;559;424;27;22;4576;4278.0
4715;135;111;1009;247;534;132;50;25;4486;4146.0
4716;135;111;1009;247;534;132;50;25;4486;4146.0
4743;111;246;942;273;640;365;54;45;5356;4870.0
4744;111;246;942;273;640;365;54;45;5356;4870.0
4780;457;512;2562;787;1600;710;181;192;14022;12144.0
4782;457;512;2562;787;1600;710;181;192;14022;12144.0
4853;18;435;1176;586;865;121;164;191;7128;6486.0
4854;18;435;1176;586;865;121;164;191;7128;6486.0
4876;667;1932;5339;2718;4897;1996;706;386;37332;29918.0
4877;667;1932;5339;2718;4897;1996;706;386;37332;29918.0
4956;203;164;1405;310;755;717;52;43;7306;6412.0
4974;203;164;1405;310;755;717;52;43;7306;6412.0
5019;1249;5789;17530;17808;6974;2207;7984;3859;126802;115000.0
5021;1249;5789;17530;17808;6974;2207;7984;3859;126802;115000.0
5022;1249;5789;17530;17808;6974;2207;7984;3859;126802;115000.0
5318;216;146;839;256;571;446;79;54;5224;4574.0
5319;216;146;839;256;571;446;79;54;5224;4574.0
5350;350;405;1544;1375;545;366;556;244;10770;10178.0
5351;350;405;1544;1375;545;366;556;244;10770;10178.0
5352;350;405;1544;1375;545;366;556;244;10770;10178.0
5353;350;405;1544;1375;545;366;556;244;10770;10178.0
5354;350;405;1544;1375;545;366;556;244;10770;10178.0
5398;885;604;3100;871;2166;2596;153;139;21044;18226.0
5399;885;604;3100;871;2166;2596;153;139;21044;18226.0
5466;852;619;2922;2722;1332;1820;849;368;22968;21052.0
5468;852;619;2922;2722;1332;1820;849;368;22968;21052.0
5470;852;619;2922;2722;1332;1820;849;368;22968;21052.0
5497;171;160;1022;336;780;759;48;65;6698;5932.0
5498;171;160;1022;336;780;759;48;65;6698;5932.0
5529;468;2520;8490;8361;3628;1069;2352;1488;56752;51702.0
5530;468;2520;8490;8361;3628;1069;2352;1488;56752;51702.0
5632;233;248;1126;740;363;341;269;125;6890;6524.0
5685;287;526;1830;810;1266;1211;100;115;12338;11188.0
5690;233;248;1126;740;363;341;269;125;6890;6524.0
5691;233;248;1126;740;363;341;269;125;6890;6524.0
5696;287;526;1830;810;1266;1211;100;115;12338;11188.0
5697;287;526;1830;810;1266;1211;100;115;12338;11188.0
5698;287;526;1830;810;1266;1211;100;115;12338;11188.0
5796;945;541;2632;688;1959;2022;150;114;18264;14734.0
5797;945;541;2632;688;1959;2022;150;114;18264;14734.0
5853;1357;7253;25659;23530;7918;2837;8786;4394;163466;143854.0
5854;1357;7253;25659;23530;7918;2837;8786;4394;163466;143854.0
5855;1357;7253;25659;23530;7918;2837;8786;4394;163466;143854.0
5856;1357;7253;25659;23530;7918;2837;8786;4394;163466;143854.0
6218;225;181;1160;264;722;264;55;45;5846;5150.0
6219;225;181;1160;264;722;264;55;45;5846;5150.0
6250;1291;4368;13892;15049;6367;3896;10183;5075;120242;111146.0
6251;1291;4368;13892;15049;6367;3896;10183;5075;120242;111146.0
6252;1291;4368;13892;15049;6367;3896;10183;5075;120242;111146.0
6253;1291;4368;13892;15049;6367;3896;10183;5075;120242;111146.0
6585;60;132;572;248;470;440;42;28;3996;3674.0
6586;60;132;572;248;470;440;42;28;3996;3674.0
6632;1142;619;5286;957;2360;1394;207;102;24220;19616.0
6634;1142;619;5286;957;2360;1394;207;102;24220;19616.0
6670;307;421;1787;995;531;415;316;161;9866;9330.0
6671;307;421;1787;995;531;415;316;161;9866;9330.0
6734;643;1270;4720;1833;3437;2600;409;309;30486;26026.0
6735;643;1270;4720;1833;3437;2600;409;309;30486;26026.0
6785;435;355;1819;764;688;525;192;89;9734;8912.0
6786;435;355;1819;764;688;525;192;89;9734;8912.0
6843;466;634;3104;1463;3019;2835;270;230;24076;19860.0
6844;466;634;3104;1463;3019;2835;270;230;24076;19860.0
6889;614;421;2826;458;1771;1287;79;83;15112;13058.0
6890;614;421;2826;458;1771;1287;79;83;15112;13058.0
6891;614;421;2826;458;1771;1287;79;83;15112;13058.0
6956;533;759;3894;1785;2664;1407;369;230;23324;18986.0
6957;533;759;3894;1785;2664;1407;369;230;23324;18986.0
6958;533;759;3894;1785;2664;1407;369;230;23324;18986.0
7060;215;277;1046;561;530;324;165;57;6352;5548.0
7092;3296;16045;44263;58866;24086;6946;37081;16131;358630;320753.0
7093;3296;16045;44263;58866;24086;6946;37081;16131;358630;320753.0
7095;215;277;1046;561;530;324;165;57;6352;5548.0
7101;3296;16045;44263;58866;24086;6946;37081;16131;358630;320753.0
7102;3296;16045;44263;58866;24086;6946;37081;16131;358630;320753.0
7103;3296;16045;44263;58866;24086;6946;37081;16131;358630;320753.0
7104;3296;16045;44263;58866;24086;6946;37081;16131;358630;320753.0
7105;3296;16045;44263;58866;24086;6946;37081;16131;358630;320753.0
8709;473;405;1488;282;593;1481;47;27;9616;8682.0
8710;473;405;1488;282;593;1481;47;27;9616;8682.0
8746;2832;4267;18207;7569;11862;4817;1710;1199;105450;86766.0
8747;2832;4267;18207;7569;11862;4817;1710;1199;105450;86766.0
8748;2832;4267;18207;7569;11862;4817;1710;1199;105450;86766.0
8882;197;226;1002;278;778;979;60;46;7184;6484.0
8883;197;226;1002;278;778;979;60;46;7184;6484.0
8884;197;226;1002;278;778;979;60;46;7184;6484.0
8930;631;431;1916;703;1849;1468;160;111;14574;12022.0
8931;631;431;1916;703;1849;1468;160;111;14574;12022.0
8932;631;431;1916;703;1849;1468;160;111;14574;12022.0
8969;775;297;1851;309;959;778;59;49;10160;8436.0
9002;775;297;1851;309;959;778;59;49;10160;8436.0
9030;713;441;3980;948;1935;672;234;156;18160;15060.0
9031;713;441;3980;948;1935;672;234;156;18160;15060.0
9083;362;447;4168;811;1888;832;252;234;18042;16106.0
9084;362;447;4168;811;1888;832;252;234;18042;16106.0
9128;1271;1021;4079;1146;1787;3721;144;88;26554;23254.0
9129;1271;1021;4079;1146;1787;3721;144;88;26554;23254.0
9172;135;340;1993;478;1083;474;103;87;9438;8874.0
9173;135;340;1993;478;1083;474;103;87;9438;8874.0
9196;808;1107;4158;2080;3890;2921;546;440;32140;26842.0
9200;808;1107;4158;2080;3890;2921;546;440;32140;26842.0
9232;649;7157;16250;26148;9378;1887;9698;5459;153252;139230.0
9233;649;7157;16250;26148;9378;1887;9698;5459;153252;139230.0
9234;649;7157;16250;26148;9378;1887;9698;5459;153252;139230.0
9842;1684;4045;19115;9488;12204;4449;2719;2194;112034;88046.0
9843;1684;4045;19115;9488;12204;4449;2719;2194;112034;88046.0
9844;1684;4045;19115;9488;12204;4449;2719;2194;112034;88046.0
9845;1684;4045;19115;9488;12204;4449;2719;2194;112034;88046.0
9956;253;332;1420;475;1132;950;122;121;9656;8822.0
9957;253;332;1420;475;1132;950;122;121;9656;8822.0
9988;485;517;3753;1263;1997;778;376;259;18914;15124.0
10020;202;150;785;241;535;448;35;22;4884;4346.0
10021;202;150;785;241;535;448;35;22;4884;4346.0
10062;866;1050;4931;1275;3111;1666;436;422;27572;22026.0
10093;866;1050;4931;1275;3111;1666;436;422;27572;22026.0
10094;866;1050;4931;1275;3111;1666;436;422;27572;22026.0
10115;281;211;1098;286;764;500;50;47;6534;5852.0
10116;281;211;1098;286;764;500;50;47;6534;5852.0
10144;868;712;5240;1114;3192;2186;355;312;28002;23670.0
10145;868;712;5240;1114;3192;2186;355;312;28002;23670.0
10219;151;212;982;232;726;973;60;26;6736;6108.0
10220;151;212;982;232;726;973;60;26;6736;6108.0
10252;2418;12414;36712;35896;17462;8291;9142;6267;257202;231706.0
10253;2418;12414;36712;35896;17462;8291;9142;6267;257202;231706.0
10254;2418;12414;36712;35896;17462;8291;9142;6267;257202;231706.0
10255;2418;12414;36712;35896;17462;8291;9142;6267;257202;231706.0
10982;334;363;1452;444;1142;950;79;62;9784;8564.0
10983;334;363;1452;444;1142;950;79;62;9784;8564.0
11017;842;1400;7047;2566;4290;1697;589;382;37718;30706.0
11018;842;1400;7047;2566;4290;1697;589;382;37718;30706.0
11019;842;1400;7047;2566;4290;1697;589;382;37718;30706.0
11098;111;357;997;558;522;445;129;57;6352;6060.0
11111;650;321;2479;693;1552;1006;164;84;13906;11502.0
11112;650;321;2479;693;1552;1006;164;84;13906;11502.0
11169;181;231;1562;459;371;207;182;94;6574;6258.0
11170;181;231;1562;459;371;207;182;94;6574;6258.0
11218;299;142;1130;365;763;269;90;79;6282;5414.0
11223;299;142;1130;365;763;269;90;79;6282;5414.0
11224;299;142;1130;365;763;269;90;79;6282;5414.0
11274;339;1635;5510;4624;2775;979;991;717;35140;32900.0
11275;339;1635;5510;4624;2775;979;991;717;35140;32900.0
11276;339;1635;5510;4624;2775;979;991;717;35140;32900.0
11277;339;1635;5510;4624;2775;979;991;717;35140;32900.0
11389;199;1153;4877;2667;1274;424;765;393;23504;21730.0
11390;199;1153;4877;2667;1274;424;765;393;23504;21730.0
11446;476;1312;5674;2236;3934;1190;454;424;31466;27158.0
11447;476;1312;5674;2236;3934;1190;454;424;31466;27158.0
11448;476;1312;5674;2236;3934;1190;454;424;31466;27158.0
11449;476;1312;5674;2236;3934;1190;454;424;31466;27158.0
11545;451;926;4529;2118;3557;1251;441;382;27538;23792.0
11546;451;926;4529;2118;3557;1251;441;382;27538;23792.0
11547;451;926;4529;2118;3557;1251;441;382;27538;23792.0
11598;429;340;2205;421;946;940;148;117;11130;9566.0
11599;429;340;2205;421;946;940;148;117;11130;9566.0
11647;981;3274;9652;5944;10366;2954;2591;1815;75382;59230.0
11648;981;3274;9652;5944;10366;2954;2591;1815;75382;59230.0
11649;981;3274;9652;5944;10366;2954;2591;1815;75382;59230.0
11817;283;198;815;247;730;633;51;33;6028;5212.0
11818;283;198;815;247;730;633;51;33;6028;5212.0
11819;283;198;815;247;730;633;51;33;6028;5212.0
11858;313;1512;4976;3651;1617;1101;1707;918;31590;29552.0
11859;313;1512;4976;3651;1617;1101;1707;918;31590;29552.0
11895;332;198;1065;372;731;938;43;50;7464;6514.0
11896;332;198;1065;372;731;938;43;50;7464;6514.0
11948;694;1104;4252;2391;3844;3050;572;424;32750;27328.0
11949;694;1104;4252;2391;3844;3050;572;424;32750;27328.0
11950;694;1104;4252;2391;3844;3050;572;424;32750;27328.0
11951;694;1104;4252;2391;3844;3050;572;424;32750;27328.0
12038;129;98;644;233;468;355;38;23;3976;3728.0
12039;129;98;644;233;468;355;38;23;3976;3728.0
12069;239;244;1624;523;965;431;99;59;8376;7242.0
12070;239;244;1624;523;965;431;99;59;8376;7242.0
12071;239;244;1624;523;965;431;99;59;8376;7242.0
12130;331;515;1047;399;868;1261;85;34;9096;7928.0
12131;331;515;1047;399;868;1261;85;34;9096;7928.0
12132;331;515;1047;399;868;1261;85;34;9096;7928.0
12167;436;1114;7255;940;3128;566;177;153;28308;24098.0
12168;436;1114;7255;940;3128;566;177;153;28308;24098.0
12225;286;410;2245;452;1103;1003;80;66;11308;9976.0
12226;286;410;2245;452;1103;1003;80;66;11308;9976.0
12266;7559;99937;189001;389020;129381;22014;315349;136954;2578408;2154504.0
12267;7559;99937;189001;389020;129381;22014;315349;136954;2578408;2154504.0
12268;7559;99937;189001;389020;129381;22014;315349;136954;1289204;1029805.0
12275;7559;99937;189001;389020;129381;22014;315349;136954;2578408;2154504.0
12276;7559;99937;189001;389020;129381;22014;315349;136954;2578408;2154504.0
12277;7559;99937;189001;389020;129381;22014;315349;136954;2578408;2154504.0
12278;7559;99937;189001;389020;129381;22014;315349;136954;2578408;2154504.0
12279;7559;99937;189001;389020;129381;22014;315349;136954;1289204;1029805.0
12280;7559;99937;189001;389020;129381;22014;315349;136954;2578408;2154504.0
12281;7559;99937;189001;389020;129381;22014;315349;136954;2578408;2154504.0
12282;7559;99937;189001;389020;129381;22014;315349;136954;2578408;2154504.0
23228;193;258;1606;628;561;260;225;148;7758;7238.0
23229;193;258;1606;628;561;260;225;148;7758;7238.0
23238;193;258;1606;628;561;260;225;148;7758;7238.0
23295;917;476;5296;881;2327;1181;183;134;22812;17720.0
23296;917;476;5296;881;2327;1181;183;134;22812;17720.0
23345;476;297;2677;329;1048;559;55;71;11034;9756.0
23346;476;297;2677;329;1048;559;55;71;11034;9756.0
23382;260;231;1878;515;1339;387;88;97;9592;7766.0
23383;260;231;1878;515;1339;387;88;97;9592;7766.0
23384;260;231;1878;515;1339;387;88;97;9592;7766.0
23448;328;127;1350;317;759;840;51;69;7698;6900.0
23449;328;127;1350;317;759;840;51;69;7698;6900.0
23491;761;2271;8921;4451;7358;3164;1239;1001;58612;50134.0
23492;761;2271;8921;4451;7358;3164;1239;1001;58612;50134.0
23493;761;2271;8921;4451;7358;3164;1239;1001;58612;50134.0
23591;226;358;2713;576;1402;1067;65;76;13070;11586.0
23592;226;358;2713;576;1402;1067;65;76;13070;11586.0
23593;226;358;2713;576;1402;1067;65;76;13070;11586.0
23652;243;353;1557;1411;533;320;395;204;10032;8902.0
23653;243;353;1557;1411;533;320;395;204;10032;8902.0
23682;1064;461;2535;698;1684;1983;85;60;17148;14362.0
23683;1064;461;2535;698;1684;1983;85;60;17148;14362.0
23684;1064;461;2535;698;1684;1983;85;60;17148;14362.0
23735;133;434;2096;680;1334;605;118;89;11018;10228.0
23736;133;434;2096;680;1334;605;118;89;11018;10228.0
23737;133;434;2096;680;1334;605;118;89;11018;10228.0
23774;90;292;898;279;728;650;47;52;6118;5682.0
23775;90;292;898;279;728;650;47;52;6118;5682.0
23776;90;292;898;279;728;650;47;52;6118;5682.0
23818;590;770;3506;1521;2755;1297;324;339;22288;18354.0
23819;590;770;3506;1521;2755;1297;324;339;22288;18354.0
23820;590;770;3506;1521;2755;1297;324;339;22288;18354.0
23893;451;191;1644;225;756;671;41;29;8038;6698.0
23894;451;191;1644;225;756;671;41;29;8038;6698.0
23920;976;743;3455;1313;2794;2214;422;270;24464;20166.0
23921;976;743;3455;1313;2794;2214;422;270;24464;20166.0
23922;976;743;3455;1313;2794;2214;422;270;24464;20166.0
23962;212;522;1558;725;1243;919;139;113;10876;9354.0
23963;212;522;1558;725;1243;919;139;113;10876;9354.0
23996;263;235;1317;438;1066;635;93;97;8316;7274.0
23997;263;235;1317;438;1066;635;93;97;8316;7274.0
23998;263;235;1317;438;1066;635;93;97;8316;7274.0
24052;314;1985;6277;3971;3544;1065;1322;742;38450;30350.0
24053;314;1985;6277;3971;3544;1065;1322;742;38450;30350.0
24054;314;1985;6277;3971;3544;1065;1322;742;38450;30350.0
24055;314;1985;6277;3971;3544;1065;1322;742;38450;30350.0
24056;314;1985;6277;3971;3544;1065;1322;742;38450;30350.0
24057;314;1985;6277;3971;3544;1065;1322;742;38450;30350.0
24185;119;214;1805;534;1190;374;124;126;8980;8058.0
24186;119;214;1805;534;1190;374;124;126;8980;8058.0
24214;210;190;883;232;677;765;66;46;6158;5590.0
24215;210;190;883;232;677;765;66;46;6158;5590.0
24251;174;463;1596;1572;694;275;567;380;11444;10630.0
24252;174;463;1596;1572;694;275;567;380;11444;10630.0
24286;125;236;922;665;470;224;187;117;5892;5698.0
24287;125;236;922;665;470;224;187;117;5892;5698.0
24288;125;236;922;665;470;224;187;117;5892;5698.0
24325;277;585;2660;2305;1249;548;583;342;17098;16382.0
24326;277;585;2660;2305;1249;548;583;342;17098;16382.0
24377;314;184;1275;304;987;728;43;67;7824;6700.0
24378;314;184;1275;304;987;728;43;67;7824;6700.0
24428;83;128;832;362;623;226;74;62;4798;4382.0
24429;83;128;832;362;623;226;74;62;4798;4382.0
24456;442;344;2741;527;1147;426;146;102;11786;10040.0
24457;442;344;2741;527;1147;426;146;102;11786;10040.0
24517;190;485;1847;824;1390;1192;206;139;12586;10646.0
24518;190;485;1847;824;1390;1192;206;139;12586;10646.0
24558;424;164;1103;287;814;770;53;37;7326;6362.0
24559;424;164;1103;287;814;770;53;37;7326;6362.0
24560;424;164;1103;287;814;770;53;37;7326;6362.0
24598;3732;11883;37580;43659;19230;8505;26665;14476;497686;441680.0
24599;3732;11883;37580;43659;19230;8505;26665;14476;497686;441680.0
24600;3732;11883;37580;43659;19230;8505;26665;14476;497686;441680.0
24601;3732;11883;37580;43659;19230;8505;26665;14476;497686;441680.0
24602;3732;11883;37580;43659;19230;8505;26665;14476;497686;441680.0
24603;3732;11883;37580;43659;19230;8505;26665;14476;497686;441680.0
24604;3732;11883;37580;43659;19230;8505;26665;14476;497686;441680.0
24605;3732;11883;37580;43659;19230;8505;26665;14476;497686;441680.0
24606;3732;11883;37580;43659;19230;8505;26665;14476;497686;441680.0
24607;3732;11883;37580;43659;19230;8505;26665;14476;497686;441680.0
24608;3732;11883;37580;43659;19230;8505;26665;14476;497686;441680.0
25709;111;288;1505;518;924;676;163;125;8656;7928.0
25710;111;288;1505;518;924;676;163;125;8656;7928.0
25711;111;288;1505;518;924;676;163;125;8656;7928.0
25739;1552;5010;17790;9424;16287;5363;3249;2479;123244;102722.0
25740;1552;5010;17790;9424;16287;5363;3249;2479;123244;102722.0
25741;1552;5010;17790;9424;16287;5363;3249;2479;123244;102722.0
25842;535;727;2968;1391;1297;675;420;232;16490;14588.0
25843;535;727;2968;1391;1297;675;420;232;16490;14588.0
25844;535;727;2968;1391;1297;675;420;232;16490;14588.0
25912;607;913;3889;696;2138;1224;171;161;19706;16314.0
25913;607;913;3889;696;2138;1224;171;161;19706;16314.0
25986;1394;1359;7437;2794;4993;2729;766;695;44448;35840.0
25987;1394;1359;7437;2794;4993;2729;766;695;44448;35840.0
26079;1150;1594;7535;3275;5052;2668;1028;785;46266;36396.0
26080;1150;1594;7535;3275;5052;2668;1028;785;46266;36396.0
26081;1150;1594;7535;3275;5052;2668;1028;785;46266;36396.0
26145;242;302;2009;550;1232;755;101;69;10522;9106.0
26146;242;302;2009;550;1232;755;101;69;10522;9106.0
26196;642;154;1380;403;1274;1111;83;73;10296;8592.0
26197;642;154;1380;403;1274;1111;83;73;10296;8592.0
26228;202;311;1364;497;983;397;82;68;7828;6778.0
26229;202;311;1364;497;983;397;82;68;7828;6778.0
26230;202;311;1364;497;983;397;82;68;7828;6778.0
26280;593;239;1617;509;1243;1346;115;94;11686;9858.0
26281;593;239;1617;509;1243;1346;115;94;11686;9858.0
26336;107;115;692;254;550;222;33;33;4018;3534.0
26337;107;115;692;254;550;222;33;33;4018;3534.0
26359;171;191;619;253;656;925;66;51;5966;5406.0
26360;171;191;619;253;656;925;66;51;5966;5406.0
26388;283;187;1924;512;1042;230;118;71;8740;7942.0
26389;283;187;1924;512;1042;230;118;71;8740;7942.0
26428;361;436;1806;1180;596;598;331;189;10994;10356.0
26429;361;436;1806;1180;596;598;331;189;10994;10356.0
26466;669;814;3794;2283;989;1101;879;339;21736;19886.0
26467;669;814;3794;2283;989;1101;879;339;21736;19886.0
26468;669;814;3794;2283;989;1101;879;339;21736;19886.0
26469;669;814;3794;2283;989;1101;879;339;21736;19886.0
26530;2960;9847;39280;24963;13217;5356;15163;8671;238916;212490.0
26531;2960;9847;39280;24963;13217;5356;15163;8671;238916;212490.0
26532;2960;9847;39280;24963;13217;5356;15163;8671;238916;212490.0
26533;2960;9847;39280;24963;13217;5356;15163;8671;238916;212490.0
27048;606;419;2659;599;1190;1786;143;102;22592;18710.0
27049;606;419;2659;599;1190;1786;143;102;22592;18710.0
27050;606;419;2659;599;1190;1786;143;102;22592;18710.0
27051;606;419;2659;599;1190;1786;143;102;22592;18710.0
27052;606;419;2659;599;1190;1786;143;102;22592;18710.0
27121;670;2635;8106;4493;5407;2917;1799;1037;54312;42616.0
27122;670;2635;8106;4493;5407;2917;1799;1037;54312;42616.0
27123;670;2635;8106;4493;5407;2917;1799;1037;54312;42616.0
27124;670;2635;8106;4493;5407;2917;1799;1037;54312;42616.0
27272;2213;1217;6660;2844;4808;3446;785;640;45362;35584.0
27273;2213;1217;6660;2844;4808;3446;785;640;45362;35584.0
27274;2213;1217;6660;2844;4808;3446;785;640;45362;35584.0
27360;915;3604;13880;6115;9376;2449;1415;1270;78078;63450.0
27361;915;3604;13880;6115;9376;2449;1415;1270;78078;63450.0
27433;398;446;2815;856;1678;767;168;149;14564;11992.0
27434;398;446;2815;856;1678;767;168;149;14564;11992.0
27435;398;446;2815;856;1678;767;168;149;14564;11992.0
27487;134;232;1158;588;999;361;132;109;7432;6632.0
27488;134;232;1158;588;999;361;132;109;7432;6632.0
27522;579;1378;12065;2489;3708;1101;354;332;44168;38508.0
27523;579;1378;12065;2489;3708;1101;354;332;44168;38508.0
27524;579;1378;12065;2489;3708;1101;354;332;44168;38508.0
27617;466;623;3513;467;1469;1506;62;83;16422;14508.0
27618;466;623;3513;467;1469;1506;62;83;16422;14508.0
27683;183;148;782;273;709;587;53;50;5570;4922.0
27684;183;148;782;273;709;587;53;50;5570;4922.0
27721;501;690;4052;830;1946;2609;178;138;21898;19304.0
27722;501;690;4052;830;1946;2609;178;138;21898;19304.0
27798;865;621;3457;1403;2932;2046;324;260;23916;20092.0
27799;865;621;3457;1403;2932;2046;324;260;23916;20092.0
27865;1029;3245;16690;5977;10127;4714;1532;1262;89282;74126.0
27866;1029;3245;16690;5977;10127;4714;1532;1262;89282;74126.0
27867;1029;3245;16690;5977;10127;4714;1532;1262;89282;74126.0
27868;1029;3245;16690;5977;10127;4714;1532;1262;89282;74126.0
27869;1029;3245;16690;5977;10127;4714;1532;1262;89282;74126.0
27870;1029;3245;16690;5977;10127;4714;1532;1262;89282;74126.0
28011;743;579;3070;781;1496;1313;153;126;16548;13832.0
28012;743;579;3070;781;1496;1313;153;126;16548;13832.0
28013;743;579;3070;781;1496;1313;153;126;16548;13832.0
28014;743;579;3070;781;1496;1313;153;126;16548;13832.0
28072;169;233;1440;418;901;443;87;56;7508;6400.0
28125;340;307;1806;723;1378;557;140;98;10710;9116.0
28126;340;307;1806;723;1378;557;140;98;10710;9116.0
28127;340;307;1806;723;1378;557;140;98;10710;9116.0
28167;179;295;1881;708;1341;340;119;155;10098;8834.0
28168;179;295;1881;708;1341;340;119;155;10098;8834.0
28220;209;820;2814;1222;2172;1325;228;281;18190;16140.0
28221;209;820;2814;1222;2172;1325;228;281;18190;16140.0
28247;263;163;1090;322;800;541;41;49;6542;5250.0
28248;263;163;1090;322;800;541;41;49;6542;5250.0
28249;263;163;1090;322;800;541;41;49;6542;5250.0
28287;404;885;4085;802;2363;1179;134;113;19962;18160.0
28288;404;885;4085;802;2363;1179;134;113;19962;18160.0
28289;404;885;4085;802;2363;1179;134;113;19962;18160.0
28354;1298;1751;6997;3689;5565;3264;1059;814;49100;39754.0
28355;1298;1751;6997;3689;5565;3264;1059;814;49100;39754.0
