ANALFABETO;ENSINO_FUNDAMENTAL_COMPLETO;ENSINO_FUNDAMENTAL_INCOMPLETO;ENSINO_MEDIO_COMPLETO;ENSINO_MEDIO_INCOMPLETO;LE_E_ESCREVE;SUPERIOR_COMPLETO;SUPERIOR_INCOMPLETO;QTD_APTOS;QTD_COMPARECIMENTO
3400;2525;295;5185;558;1435;5363;124;89;31160;28010.0
3401;2525;295;5185;558;1435;5363;124;89;31160;28010.0
3445;2922;579;5528;729;2534;5139;157;126;35466;29030.0
3446;2922;579;5528;729;2534;5139;157;126;35466;29030.0
3510;2493;309;3260;299;957;5067;69;59;25046;19600.0
3511;2493;309;3260;299;957;5067;69;59;25046;19600.0
3555;2065;458;3261;340;923;3408;49;34;21086;18952.0
3556;2065;458;3261;340;923;3408;49;34;21086;18952.0
3602;2401;384;4267;364;1487;5803;87;63;29822;24478.0
3603;2401;384;4267;364;1487;5803;87;63;29822;24478.0
3604;2401;384;4267;364;1487;5803;87;63;29822;24478.0
3636;3546;697;4755;722;1826;6708;122;82;37010;28172.0
3637;3546;697;4755;722;1826;6708;122;82;37010;28172.0
3680;4644;622;6715;927;2775;9210;232;142;50736;39036.0
3681;4644;622;6715;927;2775;9210;232;142;50736;39036.0
3714;1846;533;3456;454;1225;5470;56;35;26178;23640.0
3715;1846;533;3456;454;1225;5470;56;35;26178;23640.0
3742;6741;2451;14232;3547;6140;12068;340;248;91650;76086.0
3743;6741;2451;14232;3547;6140;12068;340;248;91650;76086.0
3853;4019;628;6141;999;3168;11399;194;110;53504;42224.0
3854;4019;628;6141;999;3168;11399;194;110;53504;42224.0
3855;4019;628;6141;999;3168;11399;194;110;53504;42224.0
3882;2095;312;4130;402;1474;5122;83;69;27404;25778.0
3883;2095;312;4130;402;1474;5122;83;69;27404;25778.0
3937;1135;105;2865;357;1057;2407;64;60;16118;15376.0
3938;1135;105;2865;357;1057;2407;64;60;16118;15376.0
3967;3540;260;4084;534;1548;3739;110;70;27808;25098.0
3968;3540;260;4084;534;1548;3739;110;70;27808;25098.0
4008;2287;547;5143;1449;3158;6834;375;267;40164;34468.0
4009;2287;547;5143;1449;3158;6834;375;267;40164;34468.0
4037;1457;250;2549;288;825;4318;50;46;19608;18772.0
4038;1457;250;2549;288;825;4318;50;46;19608;18772.0
4039;1457;250;2549;288;825;4318;50;46;19608;18772.0
4067;3477;652;4889;501;1768;4909;46;93;32680;26066.0
4068;3477;652;4889;501;1768;4909;46;93;32680;26066.0
4156;8487;4949;27299;7370;13310;17572;2068;1513;165214;135656.0
4157;8487;4949;27299;7370;13310;17572;2068;1513;165214;135656.0
4158;8487;4949;27299;7370;13310;17572;2068;1513;165214;135656.0
4159;8487;4949;27299;7370;13310;17572;2068;1513;165214;135656.0
4160;8487;4949;27299;7370;13310;17572;2068;1513;165214;135656.0
4332;4108;408;5895;740;2913;7021;134;133;42750;34802.0
4333;4108;408;5895;740;2913;7021;134;133;42750;34802.0
4380;5644;2609;19998;4479;8311;11561;943;817;108918;93346.0
4381;5644;2609;19998;4479;8311;11561;943;817;108918;93346.0
4382;5644;2609;19998;4479;8311;11561;943;817;108918;93346.0
4383;5644;2609;19998;4479;8311;11561;943;817;108918;93346.0
4384;5644;2609;19998;4479;8311;11561;943;817;108918;93346.0
4638;781;135;1301;160;538;1666;31;26;9282;8366.0
4639;781;135;1301;160;538;1666;31;26;9282;8366.0
4661;7275;1555;19387;3460;7071;13418;750;482;106978;91034.0
4662;7275;1555;19387;3460;7071;13418;750;482;106978;91034.0
4663;7275;1555;19387;3460;7071;13418;750;482;106978;91034.0
4766;4285;323;3091;263;832;5848;28;22;29454;22386.0
4767;4285;323;3091;263;832;5848;28;22;29454;22386.0
4768;4285;323;3091;263;832;5848;28;22;29454;22386.0
4810;3645;676;3462;760;1367;5672;143;85;31650;28868.0
4811;3645;676;3462;760;1367;5672;143;85;31650;28868.0
4812;3645;676;3462;760;1367;5672;143;85;31650;28868.0
4907;886;173;1975;163;707;1959;40;36;11900;10576.0
4908;886;173;1975;163;707;1959;40;36;11900;10576.0
4930;7030;2703;24333;4628;10340;11141;607;579;122850;104802.0
4931;7030;2703;24333;4628;10340;11141;607;579;122850;104802.0
5063;1563;195;2337;244;755;4348;57;52;19216;14900.0
5064;1563;195;2337;244;755;4348;57;52;19216;14900.0
5089;2150;254;2480;339;837;3997;75;36;20386;17612.0
5090;2150;254;2480;339;837;3997;75;36;20386;17612.0
5136;369;91;889;170;495;1170;24;19;6506;5916.0
5137;369;91;889;170;495;1170;24;19;6506;5916.0
5164;8802;5184;17508;4457;5690;13920;575;431;113212;100024.0
5165;8802;5184;17508;4457;5690;13920;575;431;113212;100024.0
5166;8802;5184;17508;4457;5690;13920;575;431;113212;100024.0
5262;2973;349;4707;514;1989;8086;83;88;37624;30436.0
5263;2973;349;4707;514;1989;8086;83;88;37624;30436.0
5296;459;115;1351;276;572;855;53;55;7482;7096.0
5297;459;115;1351;276;572;855;53;55;7482;7096.0
5321;1192;730;5194;1538;2340;2971;569;298;29690;25434.0
5322;1192;730;5194;1538;2340;2971;569;298;29690;25434.0
5323;1192;730;5194;1538;2340;2971;569;298;29690;25434.0
5324;1192;730;5194;1538;2340;2971;569;298;29690;25434.0
5420;5061;359;7751;1092;2504;6860;241;191;48190;38692.0
5421;5061;359;7751;1092;2504;6860;241;191;48190;38692.0
5422;5061;359;7751;1092;2504;6860;241;191;48190;38692.0
5423;5061;359;7751;1092;2504;6860;241;191;48190;38692.0
5502;1474;212;2429;454;1102;3818;103;40;19326;17678.0
5503;1474;212;2429;454;1102;3818;103;40;19326;17678.0
5528;2734;584;6627;833;2519;3280;100;97;33562;29508.0
5529;2734;584;6627;833;2519;3280;100;97;33562;29508.0
5530;2734;584;6627;833;2519;3280;100;97;33562;29508.0
5614;2285;375;4198;400;1541;3456;50;67;24792;20864.0
5615;2285;375;4198;400;1541;3456;50;67;24792;20864.0
5616;2285;375;4198;400;1541;3456;50;67;24792;20864.0
5693;4862;639;5397;374;1118;5880;68;48;36818;29626.0
5694;4862;639;5397;374;1118;5880;68;48;36818;29626.0
5745;20940;28879;144052;51595;69336;58786;8183;6526;777860;664766.0
5746;20940;28879;144052;51595;69336;58786;8183;6526;777860;664766.0
5747;20940;28879;144052;51595;69336;58786;8183;6526;777860;664766.0
5748;20940;28879;144052;51595;69336;58786;8183;6526;777860;664766.0
5749;20940;28879;144052;51595;69336;58786;8183;6526;777860;664766.0
7620;2136;490;2983;215;1008;2043;45;41;17942;14220.0
7621;2136;490;2983;215;1008;2043;45;41;17942;14220.0
7666;2752;260;3738;256;739;4290;57;36;24274;20568.0
7667;2752;260;3738;256;739;4290;57;36;24274;20568.0
7689;1214;692;3225;846;1639;2985;118;70;21596;17290.0
7690;1214;692;3225;846;1639;2985;118;70;21596;17290.0
7749;2304;239;3898;446;1269;3186;88;68;23004;20310.0
7750;2304;239;3898;446;1269;3186;88;68;23004;20310.0
7751;2304;239;3898;446;1269;3186;88;68;23004;20310.0
7752;2304;239;3898;446;1269;3186;88;68;23004;20310.0
7833;3008;373;4664;677;2220;7902;137;102;38184;36034.0
7834;3008;373;4664;677;2220;7902;137;102;38184;36034.0
7864;1689;224;2274;132;538;3673;13;17;17120;13682.0
7865;1689;224;2274;132;538;3673;13;17;17120;13682.0
7885;1655;280;2549;255;994;3915;67;56;19544;17448.0
7914;2693;277;3399;269;972;2679;50;27;20764;17450.0
7915;2693;277;3399;269;972;2679;50;27;20764;17450.0
7938;2091;299;5230;392;1537;6278;51;57;31882;28814.0
7939;2091;299;5230;392;1537;6278;51;57;31882;28814.0
8001;1767;580;4246;667;1605;3095;85;75;24254;21326.0
8002;1767;580;4246;667;1605;3095;85;75;24254;21326.0
8003;1767;580;4246;667;1605;3095;85;75;24254;21326.0
8099;1584;172;2303;200;722;4269;30;38;18638;16322.0
8100;1584;172;2303;200;722;4269;30;38;18638;16322.0
8127;3253;354;2879;329;861;4081;40;35;23680;19176.0
8155;2784;407;4803;495;1667;6566;59;66;50522;42157.0
8156;2784;407;4803;495;1667;6566;59;66;50522;42157.0
8157;2784;407;4803;495;1667;6566;59;66;50522;42157.0
8212;2689;972;8706;1082;2838;5590;207;168;44560;41568.0
8213;2689;972;8706;1082;2838;5590;207;168;44560;41568.0
8214;2689;972;8706;1082;2838;5590;207;168;44560;41568.0
8215;2689;972;8706;1082;2838;5590;207;168;44560;41568.0
8242;6254;2509;12670;3484;7853;11098;625;592;90464;73420.0
8243;6254;2509;12670;3484;7853;11098;625;592;90464;73420.0
8383;2980;705;4821;951;2451;5195;152;146;34828;29586.0
8384;2980;705;4821;951;2451;5195;152;146;34828;29586.0
8385;2980;705;4821;951;2451;5195;152;146;34828;29586.0
8386;2980;705;4821;951;2451;5195;152;146;34828;29586.0
8426;1431;288;3124;322;854;2888;54;48;18024;15642.0
8427;1431;288;3124;322;854;2888;54;48;18024;15642.0
8467;2829;98;2270;89;432;4082;12;18;19692;16022.0
8497;2686;522;3111;246;930;2433;58;45;20120;15240.0
8498;2686;522;3111;246;930;2433;58;45;20120;15240.0
8499;2686;522;3111;246;930;2433;58;45;20120;15240.0
8564;1358;386;3304;451;1285;3430;82;60;20724;19320.0
8565;1358;386;3304;451;1285;3430;82;60;20724;19320.0
8636;951;356;1981;369;1064;2432;82;68;14616;13796.0
8637;951;356;1981;369;1064;2432;82;68;14616;13796.0
8638;951;356;1981;369;1064;2432;82;68;14616;13796.0
8670;4131;2785;15920;3786;6012;6188;425;320;79454;68434.0
8671;4131;2785;15920;3786;6012;6188;425;320;79454;68434.0
8672;4131;2785;15920;3786;6012;6188;425;320;79454;68434.0
8787;3009;797;9532;1180;2850;6492;458;297;49342;41650.0
8788;3009;797;9532;1180;2850;6492;458;297;49342;41650.0
8789;3009;797;9532;1180;2850;6492;458;297;49342;41650.0
8862;10204;21560;99350;44452;61280;31916;11699;9144;579760;496880.0
8863;10204;21560;99350;44452;61280;31916;11699;9144;579760;496880.0
8864;10204;21560;99350;44452;61280;31916;11699;9144;579760;496880.0
8865;10204;21560;99350;44452;61280;31916;11699;9144;579760;496880.0
8866;10204;21560;99350;44452;61280;31916;11699;9144;579760;496880.0
8867;10204;21560;99350;44452;61280;31916;11699;9144;579760;496880.0
9831;2749;358;4881;546;2540;6941;114;84;36530;27432.0
9832;2749;358;4881;546;2540;6941;114;84;36530;27432.0
9865;1760;147;2763;289;1387;3882;32;31;20600;17888.0
9866;1760;147;2763;289;1387;3882;32;31;20600;17888.0
9894;6722;1380;9243;1417;3677;17006;318;198;80152;64780.0
9895;6722;1380;9243;1417;3677;17006;318;198;80152;64780.0
9896;6722;1380;9243;1417;3677;17006;318;198;80152;64780.0
9897;6722;1380;9243;1417;3677;17006;318;198;80152;64780.0
9898;6722;1380;9243;1417;3677;17006;318;198;80152;64780.0
9976;7277;2890;13658;3524;6395;8745;632;506;87366;69112.0
9977;7277;2890;13658;3524;6395;8745;632;506;87366;69112.0
9978;7277;2890;13658;3524;6395;8745;632;506;87366;69112.0
9979;7277;2890;13658;3524;6395;8745;632;506;87366;69112.0
9980;7277;2890;13658;3524;6395;8745;632;506;87366;69112.0
10089;1458;191;2713;184;527;1595;44;34;13508;10704.0
10090;1458;191;2713;184;527;1595;44;34;13508;10704.0
10091;1458;191;2713;184;527;1595;44;34;13508;10704.0
10126;6434;315;4778;439;1674;6694;81;61;41064;31280.0
10127;6434;315;4778;439;1674;6694;81;61;41064;31280.0
10158;1510;189;1885;144;506;3202;18;18;14970;14096.0
10159;1510;189;1885;144;506;3202;18;18;14970;14096.0
10199;1793;243;4162;665;1882;6352;103;104;30620;26418.0
10200;1793;243;4162;665;1882;6352;103;104;30620;26418.0
10201;1793;243;4162;665;1882;6352;103;104;30620;26418.0
10202;1793;243;4162;665;1882;6352;103;104;30620;26418.0
10238;4205;477;8081;690;2621;7814;103;90;48170;40002.0
10239;4205;477;8081;690;2621;7814;103;90;48170;40002.0
10296;4778;767;10208;1515;3565;12015;280;184;66636;58114.0
10297;4778;767;10208;1515;3565;12015;280;184;66636;58114.0
10298;4778;767;10208;1515;3565;12015;280;184;66636;58114.0
10420;5511;14548;61809;29428;41409;20950;4274;3601;363468;311446.0
10421;5511;14548;61809;29428;41409;20950;4274;3601;363468;311446.0
10422;5511;14548;61809;29428;41409;20950;4274;3601;363468;311446.0
10423;5511;14548;61809;29428;41409;20950;4274;3601;363468;311446.0
10424;5511;14548;61809;29428;41409;20950;4274;3601;363468;311446.0
10931;3642;384;5573;613;1491;4755;185;127;33558;27650.0
10932;3642;384;5573;613;1491;4755;185;127;33558;27650.0
10933;3642;384;5573;613;1491;4755;185;127;33558;27650.0
10961;7011;1614;12884;2610;6296;14127;686;483;91558;73430.0
10962;7011;1614;12884;2610;6296;14127;686;483;91558;73430.0
10963;7011;1614;12884;2610;6296;14127;686;483;91558;73430.0
10964;7011;1614;12884;2610;6296;14127;686;483;91558;73430.0
11080;10127;6409;50238;16385;29763;32983;4701;3123;307898;263890.0
11081;10127;6409;50238;16385;29763;32983;4701;3123;307898;263890.0
11082;10127;6409;50238;16385;29763;32983;4701;3123;307898;263890.0
11446;2406;1349;7054;1862;3249;5760;223;107;44040;37010.0
11447;2406;1349;7054;1862;3249;5760;223;107;44040;37010.0
11518;2440;420;5380;676;1967;5907;87;83;50893;46271.0
11519;2440;420;5380;676;1967;5907;87;83;50893;46271.0
11520;2440;420;5380;676;1967;5907;87;83;50893;46271.0
11521;2440;420;5380;676;1967;5907;87;83;50893;46271.0
11584;1817;226;2719;233;736;2906;60;36;17494;15036.0
11585;1817;226;2719;233;736;2906;60;36;17494;15036.0
11586;1817;226;2719;233;736;2906;60;36;17494;15036.0
11625;1649;329;3623;560;1121;2230;67;52;19270;16158.0
11626;1649;329;3623;560;1121;2230;67;52;19270;16158.0
11627;1649;329;3623;560;1121;2230;67;52;19270;16158.0
11628;1649;329;3623;560;1121;2230;67;52;19270;16158.0
11688;5748;247;4546;470;1397;4402;75;67;33912;24576.0
11689;5748;247;4546;470;1397;4402;75;67;33912;24576.0
11690;5748;247;4546;470;1397;4402;75;67;33912;24576.0
11737;663;284;957;113;377;2953;11;10;10748;8928.0
11738;663;284;957;113;377;2953;11;10;10748;8928.0
11758;36359;83932;355867;183018;215082;107106;74639;50093;2216770;1870262.0
11759;36359;83932;355867;183018;215082;107106;74639;50093;2216770;1870262.0
11760;36359;83932;355867;183018;215082;107106;74639;50093;2216770;1870262.0
11761;36359;83932;355867;183018;215082;107106;74639;50093;2216770;1870262.0
11762;36359;83932;355867;183018;215082;107106;74639;50093;2216770;1870262.0
11763;36359;83932;355867;183018;215082;107106;74639;50093;2216770;1870262.0
11764;36359;83932;355867;183018;215082;107106;74639;50093;2216770;1870262.0
19348;2455;458;3848;381;1369;6428;96;55;30272;28202.0
19349;2455;458;3848;381;1369;6428;96;55;30272;28202.0
19399;5431;1419;9640;1826;3920;8266;215;242;61990;48038.0
19400;5431;1419;9640;1826;3920;8266;215;242;61990;48038.0
19401;5431;1419;9640;1826;3920;8266;215;242;61990;48038.0
19468;3743;427;6408;794;1937;3730;116;105;34628;26838.0
19469;3743;427;6408;794;1937;3730;116;105;34628;26838.0
19470;3743;427;6408;794;1937;3730;116;105;34628;26838.0
19471;3743;427;6408;794;1937;3730;116;105;34628;26838.0
19548;2033;253;3127;392;779;3516;79;46;20460;18816.0
19549;2033;253;3127;392;779;3516;79;46;20460;18816.0
19583;925;108;1748;158;470;2175;19;20;11246;10222.0
19584;925;108;1748;158;470;2175;19;20;11246;10222.0
19608;3665;1433;11551;2385;6360;9116;545;489;71368;59960.0
19609;3665;1433;11551;2385;6360;9116;545;489;71368;59960.0
19610;3665;1433;11551;2385;6360;9116;545;489;71368;59960.0
19611;3665;1433;11551;2385;6360;9116;545;489;71368;59960.0
19682;2949;470;3483;509;880;3889;88;58;24704;19300.0
19683;2949;470;3483;509;880;3889;88;58;24704;19300.0
19715;2272;913;3982;592;1444;4063;157;112;27108;24288.0
19716;2272;913;3982;592;1444;4063;157;112;27108;24288.0
19717;2272;913;3982;592;1444;4063;157;112;27108;24288.0
19776;1369;221;2261;198;618;4243;37;23;17980;17202.0
19777;1369;221;2261;198;618;4243;37;23;17980;17202.0
19778;1369;221;2261;198;618;4243;37;23;17980;17202.0
19812;1098;179;1762;318;868;4068;57;35;16840;15260.0
19813;1098;179;1762;318;868;4068;57;35;16840;15260.0
19861;5655;5101;13864;2672;4975;14411;353;270;94758;84614.0
19862;5655;5101;13864;2672;4975;14411;353;270;94758;84614.0
19895;1795;189;2053;136;563;4747;32;27;19148;16482.0
19896;1795;189;2053;136;563;4747;32;27;19148;16482.0
19924;2957;697;8122;1080;3226;9137;95;108;50858;43858.0
19925;2957;697;8122;1080;3226;9137;95;108;50858;43858.0
19991;1781;206;2646;235;666;3787;66;40;18868;16960.0
19992;1781;206;2646;235;666;3787;66;40;18868;16960.0
19993;1781;206;2646;235;666;3787;66;40;18868;16960.0
20030;1605;308;2732;300;886;2098;44;31;16054;12584.0
20031;1605;308;2732;300;886;2098;44;31;16054;12584.0
20054;6531;1726;15218;3397;8020;17015;873;676;107024;86116.0
20055;6531;1726;15218;3397;8020;17015;873;676;107024;86116.0
20056;6531;1726;15218;3397;8020;17015;873;676;107024;86116.0
20156;1579;273;3886;469;1484;5969;93;86;27792;23652.0
20157;1579;273;3886;469;1484;5969;93;86;27792;23652.0
20187;3438;612;6709;1106;3011;5134;357;170;41222;37868.0
20188;3438;612;6709;1106;3011;5134;357;170;41222;37868.0
20240;3088;627;8043;909;2694;6509;105;122;44218;41692.0
20241;3088;627;8043;909;2694;6509;105;122;44218;41692.0
20302;441;138;1754;169;629;1624;24;20;9630;8310.0
20303;441;138;1754;169;629;1624;24;20;9630;8310.0
20323;5484;1483;9495;2173;5384;15050;444;274;79722;65994.0
20324;5484;1483;9495;2173;5384;15050;444;274;79722;65994.0
20325;5484;1483;9495;2173;5384;15050;444;274;79722;65994.0
20419;2749;129;2183;200;695;1893;27;33;15818;11758.0
20447;6345;892;9663;1183;3742;10016;250;187;64612;52406.0
20448;6345;892;9663;1183;3742;10016;250;187;64612;52406.0
20449;6345;892;9663;1183;3742;10016;250;187;64612;52406.0
20506;4648;808;9372;752;2557;8680;156;127;54334;46060.0
20507;4648;808;9372;752;2557;8680;156;127;54334;46060.0
20581;3521;587;3993;459;927;7057;68;26;33324;27200.0
20582;3521;587;3993;459;927;7057;68;26;33324;27200.0
20583;3521;587;3993;459;927;7057;68;26;33324;27200.0
20658;1733;755;3736;822;1564;2790;207;114;23492;21004.0
20659;1733;755;3736;822;1564;2790;207;114;23492;21004.0
20660;1733;755;3736;822;1564;2790;207;114;23492;21004.0
20738;4302;781;8271;942;2764;7315;188;117;49560;37434.0
20739;4302;781;8271;942;2764;7315;188;117;49560;37434.0
20765;3919;777;6025;1620;3549;7078;335;181;47164;37850.0
20766;3919;777;6025;1620;3549;7078;335;181;47164;37850.0
20767;3919;777;6025;1620;3549;7078;335;181;47164;37850.0
20801;3505;613;4346;418;1145;5925;118;80;32340;26276.0
20831;7233;3203;25551;5289;10955;15191;564;533;137086;113506.0
20832;7233;3203;25551;5289;10955;15191;564;533;137086;113506.0
20833;7233;3203;25551;5289;10955;15191;564;533;137086;113506.0
20834;7233;3203;25551;5289;10955;15191;564;533;137086;113506.0
20835;7233;3203;25551;5289;10955;15191;564;533;137086;113506.0
20836;7233;3203;25551;5289;10955;15191;564;533;137086;113506.0
20992;3119;445;4263;428;1186;3905;77;56;26980;21292.0
20993;3119;445;4263;428;1186;3905;77;56;26980;21292.0
21025;2355;569;5758;961;2449;6715;181;112;38422;31390.0
21026;2355;569;5758;961;2449;6715;181;112;38422;31390.0
21027;2355;569;5758;961;2449;6715;181;112;38422;31390.0
21075;1893;447;3207;224;830;3451;59;49;20356;16846.0
21076;1893;447;3207;224;830;3451;59;49;20356;16846.0
21127;1758;321;3682;582;1694;3949;89;59;24338;19372.0
21128;1758;321;3682;582;1694;3949;89;59;24338;19372.0
21168;2544;441;6095;953;1670;2637;321;166;29664;24772.0
21169;2544;441;6095;953;1670;2637;321;166;29664;24772.0
21240;1932;588;6519;812;1980;5126;156;83;34400;31058.0
21241;1932;588;6519;812;1980;5126;156;83;34400;31058.0
21278;962;174;1361;212;523;1547;15;17;9646;9092.0
21279;962;174;1361;212;523;1547;15;17;9646;9092.0
21302;498;127;1956;383;894;2457;59;53;12864;12562.0
21303;498;127;1956;383;894;2457;59;53;12864;12562.0
21321;7683;2052;15481;3111;5995;9039;623;432;88896;71466.0
21322;7683;2052;15481;3111;5995;9039;623;432;88896;71466.0
21398;2598;662;7865;838;2011;5632;128;129;39734;35788.0
21399;2598;662;7865;838;2011;5632;128;129;39734;35788.0
21400;2598;662;7865;838;2011;5632;128;129;39734;35788.0
21401;2598;662;7865;838;2011;5632;128;129;39734;35788.0
21456;1111;193;3723;295;906;2581;108;60;17994;17218.0
21457;1111;193;3723;295;906;2581;108;60;17994;17218.0
21458;1111;193;3723;295;906;2581;108;60;17994;17218.0
21459;1111;193;3723;295;906;2581;108;60;17994;17218.0
21533;3586;659;4936;601;2173;5388;135;125;35236;28840.0
21534;3586;659;4936;601;2173;5388;135;125;35236;28840.0
21566;1098;398;2146;713;1614;4976;178;94;22654;18972.0
21567;1098;398;2146;713;1614;4976;178;94;22654;18972.0
21568;1098;398;2146;713;1614;4976;178;94;22654;18972.0
21618;5325;317;4119;223;1003;4241;55;36;30678;23436.0
21619;5325;317;4119;223;1003;4241;55;36;30678;23436.0
21655;1079;292;1955;458;1048;2242;84;63;14454;12954.0
21656;1079;292;1955;458;1048;2242;84;63;14454;12954.0
21679;1539;271;3957;473;1374;3346;68;44;22154;20932.0
21680;1539;271;3957;473;1374;3346;68;44;22154;20932.0
21715;851;331;1718;271;862;2060;60;50;12478;11664.0
21716;851;331;1718;271;862;2060;60;50;12478;11664.0
21740;1080;199;1679;159;591;2895;29;19;13306;11782.0
21741;1080;199;1679;159;591;2895;29;19;13306;11782.0
21774;1640;446;2777;610;1236;5870;115;68;25580;23136.0
21775;1640;446;2777;610;1236;5870;115;68;25580;23136.0
21807;4608;373;9063;661;3221;4288;202;158;45260;35500.0
21808;4608;373;9063;661;3221;4288;202;158;45260;35500.0
21809;4608;373;9063;661;3221;4288;202;158;45260;35500.0
21876;12466;3181;27988;6684;13760;23529;1210;1242;180208;153410.0
21877;12466;3181;27988;6684;13760;23529;1210;1242;180208;153410.0
21878;12466;3181;27988;6684;13760;23529;1210;1242;180208;153410.0
21879;12466;3181;27988;6684;13760;23529;1210;1242;180208;153410.0
22132;3303;344;3542;280;1081;3204;49;70;23752;17818.0
22133;3303;344;3542;280;1081;3204;49;70;23752;17818.0
22134;3303;344;3542;280;1081;3204;49;70;23752;17818.0
22135;3303;344;3542;280;1081;3204;49;70;23752;17818.0
22200;4574;847;6931;845;2445;5348;129;121;42500;33318.0
22201;4574;847;6931;845;2445;5348;129;121;42500;33318.0
22202;4574;847;6931;845;2445;5348;129;121;42500;33318.0
22203;4574;847;6931;845;2445;5348;129;121;42500;33318.0
22299;5902;479;4936;693;1887;9848;101;85;48088;44892.0
22300;5902;479;4936;693;1887;9848;101;85;48088;44892.0
0;398;103;1189;49;266;2724;19;11;4763;4526.0
17;369;281;1273;270;570;1423;35;31;8508;7442.0
18;369;281;1273;270;570;1423;35;31;8508;7442.0
45;1234;145;1293;113;390;2930;26;23;18437;16252.0
46;1234;145;1293;113;390;2930;26;23;18437;16252.0
47;1234;145;1293;113;390;2930;26;23;18437;16252.0
48;1234;145;1293;113;390;2930;26;23;18437;16252.0
69;862;123;1117;159;304;1378;26;22;7988;6878.0
92;1404;425;3457;405;900;3762;57;56;20978;17922.0
