ANO_ELEICAO;CODIGO_ESTADO;CODIGO_MUNICIPIO;NUMERO_PARTIDO;ANALFABETO;ENSINO_FUNDAMENTAL_COMPLETO;ENSINO_FUNDAMENTAL_INCOMPLETO;ENSINO_MEDIO_COMPLETO;ENSINO_MEDIO_INCOMPLETO;LE_E_ESCREVE;SUPERIOR_COMPLETO;SUPERIOR_INCOMPLETO;TOTAL_GASTO;SEXO;COD_GRAU_INSTRUCAO;QTD_APTOS;TOTAL_VOTOS
4800;2008;2;28452;15;5320;356;7102;711;1905;3753;115;102;130828.0;2;7;38742;8267
4878;2008;2;28479;12;1188;294;2347;376;642;1440;94;60;30075.5;2;5;19356;2432
4879;2008;2;28479;12;1188;294;2347;376;642;1440;94;60;0.0;2;5;19356;2437
4880;2008;2;28479;14;1188;294;2347;376;642;1440;94;60;0.0;2;7;19356;2487
4909;2008;2;28495;65;2150;252;3411;344;1042;6148;47;57;21553.42;2;6;40416;4892
4910;2008;2;28495;65;2150;252;3411;344;1042;6148;47;57;0.0;2;6;40416;5044
4911;2008;2;28495;14;2150;252;3411;344;1042;6148;47;57;0.0;4;8;40416;5083
4945;2008;2;28436;15;2423;246;2657;184;590;3674;29;21;88324.0;4;6;19652;2210
4946;2008;2;28436;43;2423;246;2657;184;590;3674;29;21;597.25;2;8;19652;12
4947;2008;2;28436;20;2423;246;2657;184;590;3674;29;21;49484.0;2;8;19652;3799
4948;2008;2;28436;13;2423;246;2657;184;590;3674;29;21;28400.0;2;7;19652;1506
4977;2008;2;28274;14;2621;491;4905;997;2112;6002;120;75;81980.3;2;8;34662;5776
4978;2008;2;28274;10;2621;491;4905;997;2112;6002;120;75;1268.0;2;6;34662;15
4979;2008;2;28274;45;2621;491;4905;997;2112;6002;120;75;60600.0;2;8;34662;6140
4980;2008;2;28274;22;2621;491;4905;997;2112;6002;120;75;27078.89;2;8;34662;1364
5041;2008;2;28517;44;2079;278;3511;298;737;1970;116;60;35.0;2;3;18114;900
5042;2008;2;28517;15;2079;278;3511;298;737;1970;116;60;163774.2;2;8;18114;4798
5043;2008;2;28517;28;2079;278;3511;298;737;1970;116;60;11670.21;2;4;18114;1430
5097;2008;2;28533;20;5800;5600;17024;3966;6424;8740;362;293;65400.0;4;8;96510;3344
5098;2008;2;28533;14;5800;5600;17024;3966;6424;8740;362;293;48929.14;2;8;96510;7894
5099;2008;2;28533;25;5800;5600;17024;3966;6424;8740;362;293;39405.2;2;8;96510;10013
5100;2008;2;28533;21;5800;5600;17024;3966;6424;8740;362;293;12382.0;2;6;96510;529
5101;2008;2;28533;40;5800;5600;17024;3966;6424;8740;362;293;108359.37;2;6;96510;14026
5220;2008;2;28550;45;1699;123;1703;77;260;917;21;20;15622.2;2;7;9652;1683
5221;2008;2;28550;70;1699;123;1703;77;260;917;21;20;0.0;4;4;9652;90
5247;2008;2;28576;14;769;485;1964;306;559;1177;63;59;24885.2;2;6;10782;2224
5248;2008;2;28576;15;769;485;1964;306;559;1177;63;59;33390.0;4;8;10782;1818
5249;2008;2;28576;13;769;485;1964;306;559;1177;63;59;200.0;2;6;10782;290
5250;2008;2;28576;33;769;485;1964;306;559;1177;63;59;0.0;4;7;10782;2224
5303;2008;2;28592;14;4473;898;7127;1491;3101;11417;260;190;128511.77;4;8;57952;10128
5304;2008;2;28592;11;4473;898;7127;1491;3101;11417;260;190;10800.0;2;8;57952;4796
5305;2008;2;28592;43;4473;898;7127;1491;3101;11417;260;190;32124.9;2;8;57952;6014
5306;2008;2;28592;21;4473;898;7127;1491;3101;11417;260;190;2381.0;2;6;57952;378
5363;2008;2;28614;20;2074;201;2347;257;642;2143;21;31;49921.32;2;2;15458;3141
5364;2008;2;28614;15;2074;201;2347;257;642;2143;21;31;0.0;2;6;15458;2600
5365;2008;2;28614;13;2074;201;2347;257;642;2143;21;31;7415.87;4;8;15458;168
5366;2008;2;28614;11;2074;201;2347;257;642;2143;21;31;52368.6;2;3;15458;2600
5407;2008;2;28770;45;1002;989;3043;737;1239;1953;57;69;49000.0;2;6;18194;3187
5408;2008;2;28770;65;1002;989;3043;737;1239;1953;57;69;44518.15;2;8;18194;3735
5467;2008;2;28916;25;1646;200;2006;143;493;3291;9;17;33200.0;2;5;15618;2410
5468;2008;2;28916;13;1646;200;2006;143;493;3291;9;17;0.0;2;4;15618;26
5469;2008;2;28916;20;1646;200;2006;143;493;3291;9;17;147568.3;2;4;15618;3466
5504;2008;2;28630;70;891;161;1956;189;552;1365;28;13;44337.95;2;8;10334;1912
5505;2008;2;28630;45;891;161;1956;189;552;1365;28;13;17209.87;2;4;10334;2323
5532;2008;2;28657;11;3841;443;5485;658;1508;2958;96;92;0.0;2;5;45246;6244
5533;2008;2;28657;14;3841;443;5485;658;1508;2958;96;92;0.0;2;6;45246;5869
5585;2008;2;28673;45;4638;454;4466;485;1541;7368;36;32;70058.6;2;8;38062;7476
5586;2008;2;28673;11;4638;454;4466;485;1541;7368;36;32;3400.0;2;6;38062;459
5587;2008;2;28673;33;4638;454;4466;485;1541;7368;36;32;146727.5;2;6;38062;5917
5669;2008;2;28690;15;5583;895;6226;695;1617;6679;94;77;366250.0;2;6;43776;8116
5670;2008;2;28690;11;5583;895;6226;695;1617;6679;94;77;116753.19;2;6;43776;8164
5671;2008;2;28690;13;5583;895;6226;695;1617;6679;94;77;5493.7;2;6;43776;310
5672;2008;2;28711;10;6034;1576;13842;2286;4682;5145;311;289;0.0;2;8;68366;175
5673;2008;2;28711;40;6034;1576;13842;2286;4682;5145;311;289;234125.21;2;5;68366;12016
5674;2008;2;28711;45;6034;1576;13842;2286;4682;5145;311;289;45999.7;2;8;68366;1293
5675;2008;2;28711;15;6034;1576;13842;2286;4682;5145;311;289;957382.55;4;7;68366;13683
5676;2008;2;28711;19;6034;1576;13842;2286;4682;5145;311;289;23583.93;2;8;68366;286
5761;2008;2;28738;33;780;344;2129;427;709;1286;101;65;5793.45;2;4;11688;760
5762;2008;2;28738;14;780;344;2129;427;709;1286;101;65;37569.5;4;6;11688;1435
5763;2008;2;28738;23;780;344;2129;427;709;1286;101;65;16055.78;4;8;11688;1083
5764;2008;2;28738;45;780;344;2129;427;709;1286;101;65;16051.75;2;6;11688;1504
5765;2008;2;28738;11;780;344;2129;427;709;1286;101;65;0.0;4;6;11688;110
5766;2008;2;28738;20;780;344;2129;427;709;1286;101;65;3000.0;2;8;11688;28
5862;2008;2;28754;43;4771;542;7045;493;1385;8295;77;59;27994.0;2;8;45390;1932
5863;2008;2;28754;20;4771;542;7045;493;1385;8295;77;59;69632.0;2;7;45390;6086
5864;2008;2;28754;11;4771;542;7045;493;1385;8295;77;59;171480.62;2;8;45390;8931
5931;2008;2;28797;11;1050;93;1210;117;397;1060;26;13;65682.46;2;8;11901;1673
5932;2008;2;28797;23;1050;93;1210;117;397;1060;26;13;0.0;2;8;11901;1787
5933;2008;2;28797;23;1050;93;1210;117;397;1060;26;13;37300.0;2;8;11901;1660
5934;2008;2;28797;11;1050;93;1210;117;397;1060;26;13;0.0;4;6;11901;1673
5935;2008;2;28797;11;1050;93;1210;117;397;1060;26;13;0.0;2;6;11901;1593
5975;2008;2;28819;15;3460;227;4011;318;988;4061;40;35;158100.0;2;8;26286;5579
6019;2008;2;28932;45;6047;799;9040;897;2857;9153;71;79;280797.51;2;6;57914;13276
6020;2008;2;28932;13;6047;799;9040;897;2857;9153;71;79;0.0;4;8;57914;6776
6021;2008;2;28932;13;6047;799;9040;897;2857;9153;71;79;52005.45;2;7;57914;6776
6071;2008;2;28835;15;3993;478;4461;507;1338;7247;68;54;49640.0;4;8;36304;5351
6072;2008;2;28835;14;3993;478;4461;507;1338;7247;68;54;55876.04;2;8;36304;7724
6110;2008;2;28851;11;9376;1450;12150;2244;4267;10490;310;246;205916.38;2;8;81182;13525
6111;2008;2;28851;14;9376;1450;12150;2244;4267;10490;310;246;100398.52;2;8;81182;15265
6112;2008;2;28851;50;9376;1450;12150;2244;4267;10490;310;246;1180.0;4;8;81182;525
6184;2008;2;28878;20;4728;483;7169;893;2231;3321;180;145;13815.0;4;8;38318;194
6185;2008;2;28878;14;4728;483;7169;893;2231;3321;180;145;157030.21;2;6;38318;7269
6186;2008;2;28878;70;4728;483;7169;893;2231;3321;180;145;189600.0;2;6;38318;5885
6187;2008;2;28878;12;4728;483;7169;893;2231;3321;180;145;8872.0;2;8;38318;917
6240;2008;2;27014;33;3380;238;4463;470;1176;4384;56;36;23022.02;2;8;28422;967
6241;2008;2;27014;40;3380;238;4463;470;1176;4384;56;36;0.0;2;8;28422;1831
6242;2008;2;27014;45;3380;238;4463;470;1176;4384;56;36;36295.9;2;8;28422;3536
6243;2008;2;27014;15;3380;238;4463;470;1176;4384;56;36;74598.09;2;4;28422;3681
0;2008;3;2895;15;1099;206;2974;175;515;2686;32;20;0.0;0;0;7709;2417
1;2008;3;2895;22;1099;206;2974;175;515;2686;32;20;0.0;2;2;7709;2213
80;2008;3;2917;22;974;116;1236;133;364;1223;20;7;0.0;2;3;8152;1270
81;2008;3;2917;23;974;116;1236;133;364;1223;20;7;0.0;2;8;8152;274
82;2008;3;2917;13;974;116;1236;133;364;1223;20;7;0.0;2;8;8152;1671
143;2008;3;2933;15;845;266;1916;283;599;1927;27;13;0.0;4;5;17779;1872
144;2008;3;2933;15;845;266;1916;283;599;1927;27;13;0.0;4;3;17779;2011
145;2008;3;2933;43;845;266;1916;283;599;1927;27;13;0.0;2;2;17779;128
146;2008;3;2933;31;845;266;1916;283;599;1927;27;13;0.0;2;6;17779;2584
147;2008;3;2933;65;845;266;1916;283;599;1927;27;13;0.0;2;7;17779;2472
148;2008;3;2933;65;845;266;1916;283;599;1927;27;13;0.0;4;7;17779;2584
197;2008;3;2038;15;1019;280;3069;505;1019;2224;38;21;0.0;2;7;16354;1629
198;2008;3;2038;33;1019;280;3069;505;1019;2224;38;21;0.0;2;6;16354;1655
199;2008;3;2038;13;1019;280;3069;505;1019;2224;38;21;0.0;2;6;16354;138
200;2008;3;2038;45;1019;280;3069;505;1019;2224;38;21;0.0;4;6;16354;3339
248;2008;3;2003;13;1389;696;2862;422;768;2211;71;45;0.0;2;4;16932;763
249;2008;3;2003;40;1389;696;2862;422;768;2211;71;45;0.0;2;6;16932;3346
250;2008;3;2003;15;1389;696;2862;422;768;2211;71;45;0.0;2;6;16932;2183
291;2008;3;2054;11;1174;103;1351;187;290;1293;31;23;0.0;4;7;8920;1582
292;2008;3;2054;28;1174;103;1351;187;290;1293;31;23;0.0;2;3;8920;1382
293;2008;3;2054;13;1174;103;1351;187;290;1293;31;23;0.0;2;8;8920;472
348;2008;3;2070;14;2250;926;5019;929;1647;6221;144;70;0.0;2;8;34452;2274
349;2008;3;2070;22;2250;926;5019;929;1647;6221;144;70;0.0;2;6;34452;4755
350;2008;3;2070;15;2250;926;5019;929;1647;6221;144;70;0.0;2;8;34452;6174
431;2008;3;2097;15;994;412;3400;473;942;1281;53;37;0.0;2;6;15198;3005
432;2008;3;2097;14;994;412;3400;473;942;1281;53;37;0.0;2;8;15198;2981
497;2008;3;2119;65;1289;717;6075;463;1716;4119;43;30;0.0;4;8;28922;1383
498;2008;3;2119;13;1289;717;6075;463;1716;4119;43;30;0.0;2;8;28922;1255
499;2008;3;2119;33;1289;717;6075;463;1716;4119;43;30;0.0;2;3;28922;3666
500;2008;3;2119;23;1289;717;6075;463;1716;4119;43;30;0.0;2;8;28922;2503
501;2008;3;2119;45;1289;717;6075;463;1716;4119;43;30;0.0;2;8;28922;2270
589;2008;3;2135;13;3415;293;4166;500;1484;5030;53;36;0.0;2;8;29988;284
590;2008;3;2135;11;3415;293;4166;500;1484;5030;53;36;0.0;4;7;29988;3983
591;2008;3;2135;22;3415;293;4166;500;1484;5030;53;36;0.0;2;6;29988;7284
665;2008;3;2950;13;1556;145;1571;261;418;3504;34;15;0.0;2;8;15008;1723
666;2008;3;2950;11;1556;145;1571;261;418;3504;34;15;0.0;2;3;15008;2135
667;2008;3;2950;15;1556;145;1571;261;418;3504;34;15;0.0;2;6;15008;1200
764;2008;3;2976;13;640;543;3206;397;897;2773;41;29;0.0;2;4;17058;1580
765;2008;3;2976;22;640;543;3206;397;897;2773;41;29;0.0;2;8;17058;1644
766;2008;3;2976;20;640;543;3206;397;897;2773;41;29;0.0;2;6;17058;1769
767;2008;3;2976;23;640;543;3206;397;897;2773;41;29;0.0;4;8;17058;841
768;2008;3;2976;15;640;543;3206;397;897;2773;41;29;0.0;4;6;17058;1071
856;2008;3;2151;22;4190;559;4664;558;1819;5034;78;42;0.0;4;3;33906;7186
857;2008;3;2151;15;4190;559;4664;558;1819;5034;78;42;0.0;2;8;33906;5705
858;2008;3;2151;44;4190;559;4664;558;1819;5034;78;42;0.0;2;2;33906;100
915;2008;3;2178;23;2265;549;6413;781;1590;4921;103;61;0.0;2;6;33374;4019
916;2008;3;2178;15;2265;549;6413;781;1590;4921;103;61;0.0;2;4;33374;7660
917;2008;3;2178;25;2265;549;6413;781;1590;4921;103;61;0.0;2;6;33374;574
918;2008;3;2178;40;2265;549;6413;781;1590;4921;103;61;0.0;2;3;33374;478
1029;2008;3;2992;15;1021;336;2663;353;533;1404;46;24;0.0;2;3;12760;2746
1030;2008;3;2992;43;1021;336;2663;353;533;1404;46;24;0.0;2;5;12760;2144
1068;2008;3;2194;15;1434;296;2012;194;450;1676;20;44;0.0;2;6;12252;2065
1069;2008;3;2194;11;1434;296;2012;194;450;1676;20;44;0.0;2;4;12252;2494
1106;2008;3;2216;33;5404;531;4847;262;757;3603;27;19;0.0;2;6;30910;6170
1107;2008;3;2216;14;5404;531;4847;262;757;3603;27;19;0.0;2;6;30910;4606
1108;2008;3;2216;31;5404;531;4847;262;757;3603;27;19;0.0;2;7;30910;21
1161;2008;3;2232;25;1922;987;6994;895;1119;5140;86;65;0.0;2;7;34432;4656
1162;2008;3;2232;50;1922;987;6994;895;1119;5140;86;65;0.0;2;8;34432;143
1163;2008;3;2232;70;1922;987;6994;895;1119;5140;86;65;0.0;2;3;34432;3532
1164;2008;3;2232;13;1922;987;6994;895;1119;5140;86;65;0.0;4;4;34432;792
1273;2008;3;2046;17;1690;490;3885;584;1227;5415;72;49;0.0;4;8;26830;2131
1274;2008;3;2046;15;1690;490;3885;584;1227;5415;72;49;0.0;2;8;26830;3445
1275;2008;3;2046;40;1690;490;3885;584;1227;5415;72;49;0.0;2;8;26830;2129
1276;2008;3;2046;12;1690;490;3885;584;1227;5415;72;49;0.0;2;6;26830;2556
1277;2008;3;2046;11;1690;490;3885;584;1227;5415;72;49;0.0;2;8;26830;319
1361;2008;3;2259;33;6185;1695;16049;2265;4424;9176;345;266;0.0;2;6;121118;16256
1362;2008;3;2259;33;6185;1695;16049;2265;4424;9176;345;266;0.0;2;6;121118;14428
1363;2008;3;2259;12;6185;1695;16049;2265;4424;9176;345;266;0.0;2;3;121118;258
1364;2008;3;2259;11;6185;1695;16049;2265;4424;9176;345;266;0.0;2;6;121118;17314
1452;2008;3;2275;15;2231;498;3841;398;1197;4290;83;55;0.0;2;6;25198;4511
1453;2008;3;2275;40;2231;498;3841;398;1197;4290;83;55;0.0;2;7;25198;4444
1454;2008;3;2275;13;2231;498;3841;398;1197;4290;83;55;0.0;2;8;25198;287
1455;2008;3;2275;50;2231;498;3841;398;1197;4290;83;55;0.0;2;6;25198;357
1535;2008;3;2291;13;6489;814;4758;364;1418;3651;53;28;0.0;2;4;35182;767
1536;2008;3;2291;15;6489;814;4758;364;1418;3651;53;28;0.0;2;7;35182;4543
1537;2008;3;2291;45;6489;814;4758;364;1418;3651;53;28;0.0;2;8;35182;3134
1601;2008;3;2313;15;4013;394;2075;305;439;2079;28;15;0.0;2;8;18708;2910
1602;2008;3;2313;40;4013;394;2075;305;439;2079;28;15;0.0;2;6;18708;12
1603;2008;3;2313;23;4013;394;2075;305;439;2079;28;15;0.0;2;7;18708;3673
1693;2008;3;2330;15;2095;279;2969;386;844;5272;57;53;0.0;2;2;23922;3830
1694;2008;3;2330;65;2095;279;2969;386;844;5272;57;53;0.0;2;6;23922;2022
1695;2008;3;2330;25;2095;279;2969;386;844;5272;57;53;0.0;2;8;23922;3166
1696;2008;3;2330;44;2095;279;2969;386;844;5272;57;53;0.0;2;5;23922;228
1800;2008;3;2020;15;2973;222;1907;188;381;2226;25;20;0.0;2;3;15906;3174
1801;2008;3;2020;65;2973;222;1907;188;381;2226;25;20;0.0;2;3;15906;2212
1831;2008;3;2356;15;2580;1095;7480;1516;2892;6783;261;147;0.0;2;8;45526;9962
1832;2008;3;2356;13;2580;1095;7480;1516;2892;6783;261;147;0.0;4;8;45526;294
1833;2008;3;2356;40;2580;1095;7480;1516;2892;6783;261;147;0.0;2;8;45526;1249
1834;2008;3;2356;21;2580;1095;7480;1516;2892;6783;261;147;0.0;2;3;45526;65
1835;2008;3;2356;17;2580;1095;7480;1516;2892;6783;261;147;0.0;2;6;45526;6704
1924;2008;3;2399;15;3490;239;1960;145;445;2161;25;25;0.0;2;6;17016;2806
1925;2008;3;2399;25;3490;239;1960;145;445;2161;25;25;0.0;4;4;17016;3415
1926;2008;3;2399;25;3490;239;1960;145;445;2161;25;25;0.0;2;6;17016;3415
1927;2008;3;2399;28;3490;239;1960;145;445;2161;25;25;0.0;2;6;17016;15
1968;2008;3;98353;22;1454;1570;9048;1877;2245;5259;213;217;0.0;2;3;43794;6488
1969;2008;3;98353;14;1454;1570;9048;1877;2245;5259;213;217;0.0;2;8;43794;769
1970;2008;3;98353;43;1454;1570;9048;1877;2245;5259;213;217;0.0;2;4;43794;3719
1971;2008;3;98353;15;1454;1570;9048;1877;2245;5259;213;217;0.0;2;8;43794;6990
2069;2008;3;2410;22;2995;2338;23406;4809;7385;11982;480;416;0.0;2;7;107640;12351
2070;2008;3;2410;15;2995;2338;23406;4809;7385;11982;480;416;0.0;2;8;107640;11580
2071;2008;3;2410;13;2995;2338;23406;4809;7385;11982;480;416;0.0;2;3;107640;17315
2201;2008;3;98370;11;2180;137;1268;97;164;978;13;11;0.0;2;6;9706;1684
2202;2008;3;98370;31;2180;137;1268;97;164;978;13;11;0.0;2;3;9706;25
2203;2008;3;98370;15;2180;137;1268;97;164;978;13;11;0.0;2;6;9706;2019
2252;2008;3;2437;15;216;393;2565;415;840;951;35;33;0.0;2;7;10902;2276
2253;2008;3;2437;44;216;393;2565;415;840;951;35;33;0.0;2;2;10902;2269
2309;2008;3;2453;15;597;136;1255;109;129;575;25;10;0.0;4;8;8514;473
2310;2008;3;2453;15;597;136;1255;109;129;575;25;10;0.0;4;8;8514;492
2311;2008;3;2453;65;597;136;1255;109;129;575;25;10;0.0;2;4;8514;1505
2312;2008;3;2453;65;597;136;1255;109;129;575;25;10;0.0;2;4;8514;11
2313;2008;3;2453;25;597;136;1255;109;129;575;25;10;0.0;2;4;8514;29
2365;2008;3;2470;15;2174;149;1325;123;195;1583;32;16;0.0;2;6;11204;1942
2366;2008;3;2470;14;2174;149;1325;123;195;1583;32;16;0.0;2;6;11204;1887
2367;2008;3;2470;10;2174;149;1325;123;195;1583;32;16;0.0;2;5;11204;254
2416;2008;3;2496;22;2205;229;3692;208;518;2319;35;42;0.0;2;6;18508;3310
2417;2008;3;2496;12;2205;229;3692;208;518;2319;35;42;0.0;4;5;18508;2516
2418;2008;3;2496;10;2205;229;3692;208;518;2319;35;42;0.0;2;4;18508;506
2419;2008;3;2496;43;2205;229;3692;208;518;2319;35;42;0.0;2;6;18508;872
2511;2008;3;2518;12;5941;688;5648;813;1808;4241;130;61;0.0;2;3;38686;3070
2512;2008;3;2518;13;5941;688;5648;813;1808;4241;130;61;0.0;2;6;38686;1963
2513;2008;3;2518;25;5941;688;5648;813;1808;4241;130;61;0.0;4;4;38686;296
2514;2008;3;2518;15;5941;688;5648;813;1808;4241;130;61;0.0;2;5;38686;8002
2587;2008;3;2534;11;6102;2185;20436;3528;7320;13548;324;267;0.0;2;8;107436;662
2588;2008;3;2534;15;6102;2185;20436;3528;7320;13548;324;267;0.0;2;8;107436;19153
2589;2008;3;2534;43;6102;2185;20436;3528;7320;13548;324;267;0.0;2;7;107436;18794
2590;2008;3;2534;13;6102;2185;20436;3528;7320;13548;324;267;0.0;2;6;107436;2892
2742;2008;3;98396;28;830;512;4185;516;827;3476;41;33;0.0;2;3;20850;3623
2743;2008;3;98396;15;830;512;4185;516;827;3476;41;33;0.0;2;5;20850;4874
2744;2008;3;98396;11;830;512;4185;516;827;3476;41;33;0.0;2;3;20850;192
2834;2008;3;2550;14;20548;89924;394373;171742;227606;100807;25990;25185;0.0;2;8;2112554;402717
2835;2008;3;2550;50;20548;89924;394373;171742;227606;100807;25990;25185;0.0;2;8;2112554;1730
2836;2008;3;2550;21;20548;89924;394373;171742;227606;100807;25990;25185;0.0;2;5;2112554;2051
2837;2008;3;2550;33;20548;89924;394373;171742;227606;100807;25990;25185;0.0;2;8;2112554;153071
2838;2008;3;2550;13;20548;89924;394373;171742;227606;100807;25990;25185;0.0;2;8;2112554;111536
2839;2008;3;2550;40;20548;89924;394373;171742;227606;100807;25990;25185;0.0;2;8;2112554;200423
12474;2008;3;2577;33;3425;497;9815;846;2055;4706;101;106;0.0;2;6;43130;1304
12475;2008;3;2577;10;3425;497;9815;846;2055;4706;101;106;0.0;4;6;43130;36
12476;2008;3;2577;15;3425;497;9815;846;2055;4706;101;106;0.0;2;6;43130;5914
12477;2008;3;2577;40;3425;497;9815;846;2055;4706;101;106;0.0;2;6;43130;4060
12478;2008;3;2577;25;3425;497;9815;846;2055;4706;101;106;0.0;2;6;43130;4730
12564;2008;3;2593;15;1600;243;2323;262;377;2255;24;24;0.0;2;3;14228;2473
12565;2008;3;2593;14;1600;243;2323;262;377;2255;24;24;0.0;2;6;14228;2685
12566;2008;3;2593;45;1600;243;2323;262;377;2255;24;24;0.0;2;6;14228;59
12567;2008;3;2593;65;1600;243;2323;262;377;2255;24;24;0.0;2;2;14228;169
12643;2008;3;2615;15;2247;1417;11855;1556;3101;5838;180;76;0.0;2;6;52546;9170
12644;2008;3;2615;22;2247;1417;11855;1556;3101;5838;180;76;0.0;2;6;52546;10874
12739;2008;3;2631;15;1075;965;3519;663;1566;3387;38;22;0.0;2;6;22486;3648
12740;2008;3;2631;23;1075;965;3519;663;1566;3387;38;22;0.0;2;6;22486;1541
12741;2008;3;2631;45;1075;965;3519;663;1566;3387;38;22;0.0;2;4;22486;3667
12796;2008;3;2658;15;1588;507;4284;528;1158;4745;79;58;0.0;2;8;25902;4902
12797;2008;3;2658;13;1588;507;4284;528;1158;4745;79;58;0.0;2;6;25902;1782
12886;2008;3;2011;13;502;203;2733;370;711;1150;70;38;0.0;4;8;11556;911
12887;2008;3;2011;10;502;203;2733;370;711;1150;70;38;0.0;2;6;11556;112
12888;2008;3;2011;27;502;203;2733;370;711;1150;70;38;0.0;2;4;11556;2086
12889;2008;3;2011;45;502;203;2733;370;711;1150;70;38;0.0;2;7;11556;1978
12890;2008;3;2674;12;1756;485;3470;477;909;3057;54;50;0.0;2;8;20534;1143
12891;2008;3;2674;20;1756;485;3470;477;909;3057;54;50;0.0;2;4;20534;1808
12892;2008;3;2674;40;1756;485;3470;477;909;3057;54;50;0.0;2;6;20534;1675
12972;2008;3;2690;50;1912;3577;19414;4489;11338;11966;581;389;0.0;4;7;107350;621
12973;2008;3;2690;70;1912;3577;19414;4489;11338;11966;581;389;0.0;2;8;107350;6299
12974;2008;3;2690;45;1912;3577;19414;4489;11338;11966;581;389;0.0;2;6;107350;20304
12975;2008;3;2690;15;1912;3577;19414;4489;11338;11966;581;389;0.0;2;8;107350;13386
12976;2008;3;2690;27;1912;3577;19414;4489;11338;11966;581;389;0.0;2;5;107350;143
13087;2008;3;2712;28;2885;169;1781;137;316;2845;37;17;0.0;2;2;16382;261
13088;2008;3;2712;65;2885;169;1781;137;316;2845;37;17;0.0;4;8;16382;39
13089;2008;3;2712;15;2885;169;1781;137;316;2845;37;17;0.0;4;4;16382;2955
13090;2008;3;2712;11;2885;169;1781;137;316;2845;37;17;0.0;2;6;16382;2663
13136;2008;3;98418;15;448;1149;5002;1712;1400;1662;256;190;0.0;2;8;23642;2364
13137;2008;3;98418;22;448;1149;5002;1712;1400;1662;256;190;0.0;2;8;23642;4000
13138;2008;3;98418;43;448;1149;5002;1712;1400;1662;256;190;0.0;4;6;23642;534
13139;2008;3;98418;10;448;1149;5002;1712;1400;1662;256;190;0.0;2;6;23642;127
13140;2008;3;98418;50;448;1149;5002;1712;1400;1662;256;190;0.0;2;3;23642;26
13141;2008;3;98418;23;448;1149;5002;1712;1400;1662;256;190;0.0;2;6;23642;3307
13219;2008;3;98434;25;535;717;4399;936;1279;1601;155;111;0.0;2;4;19486;1935
13220;2008;3;98434;23;535;717;4399;936;1279;1601;155;111;0.0;2;7;19486;4643
13221;2008;3;98434;13;535;717;4399;936;1279;1601;155;111;0.0;2;8;19486;1571
13308;2008;3;2372;13;1256;437;1761;501;494;940;66;15;0.0;2;8;10946;214
13309;2008;3;2372;22;1256;437;1761;501;494;940;66;15;0.0;4;7;10946;1750
13310;2008;3;2372;23;1256;437;1761;501;494;940;66;15;0.0;2;7;10946;1723
13347;2008;3;2739;15;2072;254;4136;284;728;2495;32;21;0.0;2;3;20070;3641
13348;2008;3;2739;13;2072;254;4136;284;728;2495;32;21;0.0;2;6;20070;4550
13484;2008;3;2836;13;3952;1593;6532;1631;2370;4696;252;135;0.0;2;6;42326;6366
13485;2008;3;2836;44;3952;1593;6532;1631;2370;4696;252;135;0.0;2;4;42326;2746
13486;2008;3;2836;65;3952;1593;6532;1631;2370;4696;252;135;0.0;2;6;42326;3207
13562;2008;3;2755;22;2686;261;3995;418;922;2784;35;30;0.0;4;6;22270;3756
13563;2008;3;2755;13;2686;261;3995;418;922;2784;35;30;0.0;2;5;22270;5672
13618;2008;3;98450;15;286;237;1935;244;722;1337;27;17;0.0;2;8;9630;1607
13619;2008;3;98450;43;286;237;1935;244;722;1337;27;17;0.0;2;6;9630;128
13620;2008;3;98450;13;286;237;1935;244;722;1337;27;17;0.0;2;8;9630;1341
13621;2008;3;98450;10;286;237;1935;244;722;1337;27;17;0.0;2;5;9630;853
13674;2008;3;98477;25;3344;904;9292;1249;2829;4231;146;151;0.0;2;4;44360;5617
13675;2008;3;98477;10;3344;904;9292;1249;2829;4231;146;151;0.0;2;6;44360;5246
13676;2008;3;98477;22;3344;904;9292;1249;2829;4231;146;151;0.0;2;4;44360;6183
13753;2008;3;2798;22;2998;331;3780;284;614;2053;38;26;0.0;2;4;20250;3030
13754;2008;3;2798;11;2998;331;3780;284;614;2053;38;26;0.0;2;6;20250;2924
13755;2008;3;2798;15;2998;331;3780;284;614;2053;38;26;0.0;2;7;20250;2176
13814;2008;3;2810;50;3604;1344;11776;1907;4236;8094;281;255;0.0;2;8;96546;364
13815;2008;3;2810;28;3604;1344;11776;1907;4236;8094;281;255;0.0;2;4;96546;760
13816;2008;3;2810;15;3604;1344;11776;1907;4236;8094;281;255;0.0;2;6;96546;9508
13817;2008;3;2810;15;3604;1344;11776;1907;4236;8094;281;255;0.0;2;6;96546;11782
13818;2008;3;2810;31;3604;1344;11776;1907;4236;8094;281;255;0.0;2;6;96546;12318
13819;2008;3;2810;22;3604;1344;11776;1907;4236;8094;281;255;0.0;2;6;96546;11225
13895;2008;3;98515;15;1031;256;2778;140;348;1747;16;21;0.0;2;4;12676;1750
13896;2008;3;98515;23;1031;256;2778;140;348;1747;16;21;0.0;2;6;12676;2293
13897;2008;3;98515;12;1031;256;2778;140;348;1747;16;21;0.0;2;6;12676;1187
13938;2008;3;98493;15;922;227;1884;263;441;1761;18;20;0.0;2;3;11076;1937
13939;2008;3;98493;12;922;227;1884;263;441;1761;18;20;0.0;2;6;11076;265
